 3 ,5 ,8 ,36,38,49
 3 ,8 ,20,28,39,49
 3 ,7 ,8 ,18,35,49
 3 ,8 ,26,31,44,49
 5 ,20,28,36,38,39
 5 ,7 ,18,35,36,38
 5 ,26,31,36,38,44
 7 ,18,20,28,35,39
 20,26,28,31,39,44
 7 ,18,26,31,35,44
 5 ,8 ,28,36,44,49
 3 ,26,36,39,44,49
 18,20,36,38,44,49
 7 ,31,35,36,44,49
 3 ,5 ,8 ,26,28,39
 5 ,8 ,18,20,28,38
 5 ,7 ,8 ,28,31,35
 3 ,18,20,26,38,39
 3 ,7 ,26,31,35,39
 7 ,18,20,31,35,38
 19,30,32,34,41,43
 11,13,30,32,41,49
 8 ,10,28,30,32,41
 22,24,29,30,32,41
 11,13,19,34,43,49
 8 ,10,19,28,34,43
 19,22,24,29,34,43
 8 ,10,11,13,28,49
 11,13,22,24,29,49
 8 ,10,22,24,28,29
 13,19,22,24,34,49
 8 ,19,24,29,34,41
 11,19,24,28,32,34
 10,19,24,30,34,43
 8 ,13,22,29,41,49
 11,13,22,28,32,49
 10,13,22,30,43,49
 8 ,11,28,29,32,41
 8 ,10,29,30,41,43
 10,11,28,30,32,43
 6 ,10,13,29,40,46
 6 ,29,33,35,46,49
 6 ,14,26,29,37,46
 6 ,8 ,15,24,29,46
 10,13,33,35,40,49
 10,13,14,26,37,40
 8 ,10,13,15,24,40
 14,26,33,35,37,49
 8 ,15,24,33,35,49
 8 ,14,15,24,26,37
 6 ,15,24,29,46,49
 13,29,37,40,46,49
 8 ,26,29,33,46,49
 10,14,29,35,46,49
 6 ,13,15,24,37,40
 6 ,8 ,15,24,26,33
 6 ,10,14,15,24,35
 8 ,13,26,33,37,40
 10,13,14,35,37,40
 8 ,10,14,26,33,35
 5 ,17,25,27,32,43
 13,17,28,32,34,43
 10,14,17,32,43,49
 2 ,17,21,24,32,43
 5 ,13,25,27,28,34
 5 ,10,14,25,27,49
 2 ,5 ,21,24,25,27
 10,13,14,28,34,49
 2 ,13,21,24,28,34
 2 ,10,14,21,24,49
 14,17,27,28,32,34
 2 ,10,17,28,34,49
 5 ,17,25,28,34,43
 13,17,21,24,28,34
 2 ,10,14,27,32,49
 5 ,14,25,27,32,43
 13,14,21,24,27,32
 2 ,5 ,10,25,43,49
 2 ,10,13,21,24,49
 5 ,13,21,24,25,43
 3 ,10,13,21,28,40
 10,19,21,27,28,30
 1 ,5 ,10,21,28,43
 8 ,10,21,28,31,36
 3 ,13,19,27,30,40
 1 ,3 ,5 ,13,40,43
 3 ,8 ,13,31,36,40
 1 ,5 ,19,27,30,43
 8 ,19,27,30,31,36
 1 ,5 ,8 ,31,36,43
 10,13,19,30,31,43
 1 ,3 ,10,13,19,21
 5 ,10,13,19,28,40
 8 ,10,13,19,27,36
 1 ,3 ,21,30,31,43
 5 ,28,30,31,40,43
 8 ,27,30,31,36,43
 1 ,3 ,5 ,21,28,40
 1 ,3 ,8 ,21,27,36
 5 ,8 ,27,28,36,40
 14,17,25,30,32,40
 14,16,17,21,29,40
 6 ,13,14,17,37,40
 3 ,12,14,17,34,40
 16,21,25,29,30,32
 6 ,13,25,30,32,37
 3 ,12,25,30,32,34
 6 ,13,16,21,29,37
 3 ,12,16,21,29,34
 3 ,6 ,12,13,34,37
 3 ,17,30,32,37,40
 3 ,6 ,13,16,30,32
 3 ,14,25,30,32,34
 3 ,12,21,29,30,32
 6 ,13,16,17,37,40
 14,17,25,34,37,40
 12,17,21,29,37,40
 6 ,13,14,16,25,34
 6 ,12,13,16,21,29
 12,14,21,25,29,34
 7 ,8 ,13,27,30,45
 4 ,7 ,13,20,26,45
 7 ,13,14,17,32,45
 7 ,13,24,38,40,45
 4 ,8 ,20,26,27,30
 8 ,14,17,27,30,32
 8 ,24,27,30,38,40
 4 ,14,17,20,26,32
 4 ,20,24,26,38,40
 14,17,24,32,38,40
 7 ,8 ,20,24,26,38
 7 ,14,26,32,38,45
 4 ,7 ,13,26,27,38
 7 ,17,26,30,38,40
 8 ,14,20,24,32,45
 4 ,8 ,13,20,24,27
 8 ,17,20,24,30,40
 4 ,13,14,27,32,45
 14,17,30,32,40,45
 4 ,13,17,27,30,40
 21,23,26,27,32,39
 12,14,27,32,36,39
 3 ,5 ,27,32,39,42
 9 ,27,32,33,39,46
 12,14,21,23,26,36
 3 ,5 ,21,23,26,42
 9 ,21,23,26,33,46
 3 ,5 ,12,14,36,42
 9 ,12,14,33,36,46
 3 ,5 ,9 ,33,42,46
 3 ,9 ,21,23,26,39
 5 ,9 ,21,26,32,42
 9 ,14,21,26,27,33
 9 ,12,21,26,36,46
 3 ,5 ,23,32,39,42
 3 ,14,23,27,33,39
 3 ,12,23,36,39,46
 5 ,14,27,32,33,42
 5 ,12,32,36,42,46
 12,14,27,33,36,46
 5 ,18,22,33,39,46
 1 ,5 ,18,33,34,45
 5 ,13,18,20,33,44
 5 ,18,31,33,35,38
 1 ,22,34,39,45,46
 13,20,22,39,44,46
 22,31,35,38,39,46
 1 ,13,20,34,44,45
 1 ,31,34,35,38,45
 13,20,31,35,38,44
 13,31,33,39,45,46
 1 ,13,20,33,38,46
 13,18,22,33,35,46
 5 ,13,33,34,44,46
 1 ,20,31,38,39,45
 18,22,31,35,39,45
 5 ,31,34,39,44,45
 1 ,18,20,22,35,38
 1 ,5 ,20,34,38,44
 5 ,18,22,34,35,44
 13,21,23,29,30,48
 14,16,21,23,29,35
 21,23,24,29,34,47
 7 ,21,23,28,29,42
 13,14,16,30,35,48
 13,24,30,34,47,48
 7 ,13,28,30,42,48
 14,16,24,34,35,47
 7 ,14,16,28,35,42
 7 ,24,28,34,42,47
 16,21,23,30,47,48
 13,23,29,30,42,48
 7 ,23,28,30,35,48
 14,23,24,30,34,48
 13,16,21,29,42,47
 7 ,16,21,28,35,47
 14,16,21,24,34,47
 7 ,13,28,29,35,42
 13,14,24,29,34,42
 7 ,14,24,28,34,35
 1 ,6 ,12,20,30,36
 20,29,30,36,44,46
 20,26,30,36,41,48
 13,20,21,23,30,36
 1 ,6 ,12,29,44,46
 1 ,6 ,12,26,41,48
 1 ,6 ,12,13,21,23
 26,29,41,44,46,48
 13,21,23,29,44,46
 13,21,23,26,41,48
 13,21,26,29,36,44
 6 ,21,26,44,46,48
 1 ,12,21,26,41,44
 20,21,23,26,30,44
 6 ,13,29,36,46,48
 1 ,12,13,29,36,41
 13,20,23,29,30,36
 1 ,6 ,12,41,46,48
 6 ,20,23,30,46,48
 1 ,12,20,23,30,41
 9 ,11,25,29,30,35
 11,29,31,35,37,40
 11,15,16,29,33,35
 1 ,11,28,29,35,49
 9 ,25,30,31,37,40
 9 ,15,16,25,30,33
 1 ,9 ,25,28,30,49
 15,16,31,33,37,40
 1 ,28,31,37,40,49
 1 ,15,16,28,33,49
 1 ,9 ,16,25,29,30
 15,16,25,30,35,40
 16,25,28,30,31,33
 11,16,25,30,37,49
 1 ,9 ,15,29,35,40
 1 ,9 ,28,29,31,33
 1 ,9 ,11,29,37,49
 15,28,31,33,35,40
 11,15,35,37,40,49
 11,28,31,33,37,49
 8 ,11,22,35,37,42
 14,17,22,35,37,38
 3 ,15,22,27,35,37
 21,22,24,35,37,40
 8 ,11,14,17,38,42
 3 ,8 ,11,15,27,42
 8 ,11,21,24,40,42
 3 ,14,15,17,27,38
 14,17,21,24,38,40
 3 ,15,21,24,27,40
 11,15,21,27,38,40
 11,15,27,35,37,42
 3 ,11,15,17,24,27
 8 ,11,14,15,22,27
 21,35,37,38,40,42
 3 ,17,21,24,38,40
 8 ,14,21,22,38,40
 3 ,17,24,35,37,42
 8 ,14,22,35,37,42
 3 ,8 ,14,17,22,24
