ProductDescription,TradeId,Strategy,SubStrategy,LTDPLChange,EstimatedPL,PercentResidualPL,ResidualPL,Total_CSDeltaEffect,Total_CSGammaEffect,Total_IREffect,CorrEffect,RecoveryEffect,DefaultEffect,ThetaEffect,CashflowEffect,NewBusinessEffect,TerminatedEffect,UnexplainedPL
Athilon 4,CDO0000646,POC_20090820,,-234461.050612057,-239085.644391961,-1.97243583436653,4624.59377990445,-134667.725769412,-8762.66735840527,,-67248.8191268502,0,,-28406.4321372937,0,,,
Athilon 5,CDO0000647,POC_20090820,,-141112.111226,-146649.893716177,-3.92438497451693,5537.78249017676,-97061.7685291153,-1706.9163742596,,-35468.4779396631,0,,-12412.7308731386,0,,,
Athilon 6,CDO0000649,POC_20090820,,-262814.786589393,-284916.010333322,-8.40942932882178,22101.2237439288,-162331.23041884,-6160.08796451088,,-84735.0965102631,0,,-31689.5954397079,0,,,
Athilon 7,CDO0000651,POC_20090820,,-917299.717906639,-966636.605162266,-5.37849148893434,49336.8872556273,-462784.990121088,-7430.31452403619,,-424371.490188785,0,,-72049.8103283569,0,,,
Athilon 7 offset,CDO0000652,POC_20090820,,918776.236433461,967182.942916455,-5.26860671439442,-48406.7064829937,462989.042667599,7441.19601165858,,424620.569210269,0,,72132.135026928,0,,,
CDX6 7-10 7y ECD3450,CDO0000653,POC_20090820,,-34485.3560753632,-41018.2722944451,-18.9440300538148,6532.91621908186,-34048.1629015533,3498.05648908406,,-8329.67003666924,0,,-2138.49584530666,0,,,
CDX6 7-10 7y ECD3449,CDO0000654,POC_20090820,,2917.67894787434,4290.98249962074,-47.0683572895129,-1373.3035517464,1919.17729388246,-73.3402722679091,,49.9052094907713,0,,2395.24026851542,0,,,
CDX6 7-10 7y ECD3453,CDO0000655,POC_20090820,,34552.0194702456,41057.8309857323,-18.8290340629414,-6505.81151548669,34075.0368626726,-3498.15974670753,,8337.17670951846,0,,2143.77716024872,0,,,
CDX6 7-10 7y ECD8112,CDO0000656,POC_20090820,,-2913.1886892016,-4288.70029265091,-47.2167013605383,1375.5116034493,-1917.63865107366,73.4263692972792,,-49.9011247314482,0,,-2394.58688614308,0,,,
GNT LSS 1 - CDX7 30-60,CDO0000657,POC_20090820,,655265.04744253,302880.498506685,51.9212228915457,352384.548935845,-655426.577004951,-18934.6835905158,,1057827.99353595,0,,-80586.2344337954,0,,,
GNT LSS 1 - GS,CDO0000658,POC_20090820,,-638073.710381913,-302568.381544672,50.7660799165644,-335505.328837241,655708.137273008,18969.1359960101,,-1058338.48213032,0,,81092.8273166317,0,,,
Nereus 2 BNP,CDO0000659,POC_20090820,,378995.392688572,386650.549082337,-2.01985473740445,-7655.15639376472,258907.754045895,12412.0219913669,,79299.468262845,0,,36031.3047822304,0,,,
Nereus 2 Mav1,CDO0000660,POC_20090820,,-235779.870780518,-240808.174060298,-2.13262619202151,5028.30327977979,-160034.218880113,-7675.8370620992,,-50848.1442255336,0,,-22249.9738925528,0,,,
Nereus Dresdner,CDO0000661,POC_20090820,,68080.0735720119,69277.5299356015,-1.75889405043458,-1197.4563635896,46381.8335220606,2225.06146109936,,14206.3772175696,0,,6464.25773487194,0,,,
Nereus Mav1,CDO0000662,POC_20090820,,-215535.469669188,-219772.240677999,-1.96569549100827,4236.77100881073,-146039.160438066,-7007.65193809472,,-46402.1134091428,0,,-20323.3148926953,0,,,
CDX7 0-3 10y Zero ECD4272,CDO0000671,POC_20090820,,-1075.12184917583,-1639.30595997144,-52.4762947779448,564.184110795602,-1146.40960453847,369.108761104174,,167.093307733992,0,,-1029.09842427113,0,,,
CDX7 0-3 10y Zero ECD4273,CDO0000672,POC_20090820,,-1433.49580018764,-2185.74128803397,-52.476295204204,752.24548784633,-1528.54614075385,492.14500913415,,222.791077178596,0,,-1372.13123359287,0,,,
CDX7 0-3 10y Zero ECD4280,CDO0000673,POC_20090820,,-578.911759893934,-882.703201921257,-52.4762948472462,303.791442027323,-617.297473984014,198.750869228559,,89.97331876469,0,,-554.129915930491,0,,,
CDX7 0-3 10y Zero ECD8268,CDO0000674,POC_20090820,,3087.5294092574,4707.75044898225,-52.4762949582569,-1620.22103972484,3292.25321928777,-1060.00464042278,,-479.857703677275,0,,2955.35957379453,0,,,
Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,CDX0000726,POC_20090820,,1779.19488905362,1789.48777887537,-0.578513904523722,-10.2928898217506,741.682325461947,14.5048975568543,,0,0,,1033.30055585656,0,,,
Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,CDX0000727,POC_20090820,,-1779.19488905362,-1789.48777887537,-0.578513904523722,10.2928898217506,-741.682325461947,-14.5048975568543,,0,0,,-1033.30055585656,0,,,
ACA 3,CDO0000639,POC_20090820,,113581.076527778,,,113581.076527778,,,,,,,,,,,
ACA 3 BA,CDO0000640,POC_20090820,,-137464.804722223,,,-137464.804722223,,,,,,,,,,,
