TradeId,ProductDescription,TradeTag_ECD Id,Currency,Today_CurrentNotional,Today_MTM,LastBusinessDate_MTM,LTDPLChange,ResidualPL,EstimatedPL,CorrEffect,Today_Total_CSGammaEffect,Total_CSDeltaEffect,Today_Total_IRDelta,LastBusinessDate_CashflowEffect,Today_CashflowEffect,CashflowEffect
CDS0001022,MBIA CDS,1584,USD,12250000,-7920990.468,-7974237.777,7966316786,7914629893,51686893.6,0,-4798542.97,53253235.47,1172.151067,,0,0
CDS0001023,MBIA CDS,1584,USD,-12250000,7920990.468,7974237.777,-7966316786,-7914629893,-51686893.6,0,4798542.97,-53253235.47,-1172.151067,,0,0
CDO0000639,ACA 3,1823,USD,,,,113581.0765,113581.0765,,,,,,,,
CDO0000640,ACA 3 BA,1882,USD,,,,-137464.8047,-137464.8047,,,,,,,,
CDO0000646,Athilon 4,2591,USD,-800000000.1,4012762.927,4096767.506,-84004.57864,16966.67475,-100971.2534,338720.8078,-3342.96695,-376643.4467,-858.5715233,,0,0
CDO0000661,Nereus Dresdner,2602,USD,394013676,-124377.147,-128117.8417,3740.694658,-407.7627418,4148.4574,-89176.09827,1006.634722,81466.7228,74.91550684,,0,0
CDX0000726,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,2623,USD,33740000,-47957.39513,-50627.45268,9305.589688,-136.219816,9441.809504,0,6.206661138,6144.160659,2.916286217,,0,0
CDO0000659,Nereus 2 BNP,2743,USD,2200000000,-2392396.081,-2412184.327,19788.24614,-3228.00852,23016.25466,-497800.7721,5617.946581,454771.9826,654.1634336,,0,0
CDO0000649,Athilon 6,3254,USD,-800000000,11108946.44,11567028.67,-458082.2283,39254.20438,-497336.4327,318370.563,-8348.244605,-715410.0891,-2485.78558,,0,0
CDO0000654,CDX6 7-10 7y ECD3449,3449,USD,10000000.01,-1488696.173,-1564985.689,76289.51585,-4601.507178,80891.02303,6341.939823,-0.413560652,66750.01658,269.6911316,,0,0
CDO0000653,CDX6 7-10 7y ECD3450,3450,USD,-10000000.01,4314264.336,4441488.899,-127224.5626,8774.257699,-135998.8203,-21648.46247,1058.057077,-110504.2448,-1403.259521,,0,0
CDO0000655,CDX6 7-10 7y ECD3453,3453,USD,10000000.01,-4299027.871,-4426416.754,127388.8834,-8749.758685,136138.6421,21659.66626,-1058.311252,110618.7505,1399.14181,,0,0
CDO0000657,GNT LSS 1 - CDX7 30-60,3815,CAD,-4941750000,90156819.55,94377739.5,-4220919.947,397730.2582,-4618650.205,-774773.5853,-61634.56191,-3570143.609,-41250.78526,,0,0
CDO0000658,GNT LSS 1 - GS,3816,CAD,4941750000,-84228096.92,-88469182.28,4241085.358,-380948.1144,4622033.472,775140.4801,61668.43046,3571576.635,39362.65613,,0,0
CDO0000651,Athilon 7,3930,USD,-800000000,30142276.45,31491313.71,-1349037.258,111154.9267,-1460192.184,550424.7704,-8642.340073,-1787289.283,-6954.749985,,0,0
CDO0000671,CDX7 0-3 10y Zero ECD4272,4272,USD,-156000.0041,1615.640231,6406.189595,-4790.549364,2797.215732,-7587.765096,-905.1046461,76.95179708,-3675.183412,0.704385646,,0,0
CDO0000672,CDX7 0-3 10y Zero ECD4273,4273,USD,-208000.0057,2154.186977,8541.586135,-6387.399158,3729.620979,-10117.02014,-1206.806196,102.6023964,-4900.244554,0.939180863,,0,0
CDO0000673,CDX7 0-3 10y Zero ECD4280,4280,USD,-84000.0015,869.9601168,3449.486675,-2579.526558,1506.193072,-4085.71963,-487.364036,41.43558444,-1978.944897,0.379284575,,0,0
CDX0000727,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,8111,USD,-33740000,47957.39513,50627.45268,-9305.589688,136.219816,-9441.809504,0,-6.206661138,-6144.160659,-2.916286217,,0,0
CDO0000656,CDX6 7-10 7y ECD8112,8112,USD,-10000000.01,1492251.39,1568528.283,-76276.89307,4603.105969,-80879.99904,-6343.101186,0.470269929,-66739.8528,-270.2150009,,0,0
CDO0000652,Athilon 7 offset,8117,USD,800000000,-29036285.07,-30386908.62,1350623.55,-110270.3071,1460893.857,-550713.2508,8650.317376,1788040.486,6760.551922,,0,0
CDO0000674,CDX7 0-3 10y Zero ECD8268,8268,USD,448000.0114,-4639.787324,-18397.26241,13757.47508,-8033.029786,21790.50487,2599.274878,-220.9897748,10554.37286,-2.022851084,,0,0
CDO0000662,Nereus Mav1,8269,USD,-1239557306,1078581.911,1091760.387,-13178.47577,1728.486703,-14906.96247,279490.4897,-3171.910649,-257101.493,-330.8872833,,0,0
CDO0000660,Nereus 2 Mav1,8271,USD,-1358576369,1856198.826,1870206.278,-14007.45214,2271.981774,-16279.43391,306279.334,-3475.410905,-281746.8305,-456.2977327,,0,0
