MARKIT Ticker,Currency,Sen/Sub,Doc Clause,RED Code,IsDefaulted,Defaulted Recovery Rate,Phoenix Reference Entity ID,Name,Country,Moodys,S&P,Moodys Industries,S&P Industries,CreditIndex,Series,Version (hardcoded),Credit Index Mapping,Recovery,Quote Date,Yr 1,Yr 2,Yr 3,Yr 4,Yr 5,Yr 6,Yr 7,Yr 8,Yr 9,Yr 10
NULL,USD,Senior,NULL,008HA7,False,,10025,AGRIUM INC.,CA,Baa2,BBB,Farming and Agriculture,Farming / Agriculture,,,,s9.DJ CDX.NA.IG,0.392500000,26/10/2010,55.200000000000000,73.300000000000000,88.300000000000000,108.441745866991000,128.300000000000000,134.112343625494000,139.600000000000000,144.522433277501000,149.122047557929000,153.400000000000000,
AKZO,EUR,Senior,NULL,0B11AI,False,,10035,AKZO Nobel N.V.,NL,A3,A-,Chemicals_ Plastics and Rubber,Chemicals & Plastics,,,,s9.iTraxx Europe,0.400000000,26/10/2010,30.100000000000000,40.500000000000000,49.200000000000000,59.800000000000000,69.700000000000000,73.070135298626900,75.700000000000000,78.046605462895400,79.770461552809300,80.900000000000000,
NULL,USD,Senior,Excluded,6A59CJ,False,,10040,New Albertson's_ Inc.,US,B1,BBB-   *-,Grocery,Food / Drug retailers,,,,s9.DJ CDX.NA.IG,0.395238095,26/10/2010,372.870000000000000,453.800000000000000,494.160000000000000,557.650000000000000,605.570000000000000,614.772559240461000,622.000000000000000,628.159443361836000,632.524603035452000,635.160000000000000,
NULL,USD,Senior,NULL,7DD92F,False,,10041,Rio Tinto Alcan_ Inc,CA,A3,BBB+   *+,Mining_ Steel_ Iron and Non-Precious Metals,Nonferrous Metals / Minerals,,,,s9.DJ CDX.NA.IG,0.392857143,26/10/2010,12.400000000000000,18.200000000000000,21.100000000000000,28.501485577366000,36.800000000000000,39.753077182202000,42.500000000000000,44.198529013035500,45.594448769876700,46.700000000000000,
NULL,USD,Senior,Excluded,7DD92F,False,,10041,Rio Tinto Alcan_ Inc,CA,A3,BBB+   *+,Mining_ Steel_ Iron and Non-Precious Metals,Nonferrous Metals / Minerals,,,,s9.DJ CDX.NA.IG,0.392857143,26/10/2010,12.400000000000000,18.200000000000000,21.100000000000000,28.501485577366000,36.800000000000000,39.753077182202000,42.500000000000000,44.198529013035500,45.594448769876700,46.700000000000000,
AA,USD,Senior,NULL,014B98,False,,10043,Alcoa Inc.,US,Baa1,BBB+,Mining_ Steel_ Iron and Non-Precious Metals,Steel,,,,s9.DJ CDX.NA.IG,0.400000000,26/10/2010,107.900000000000000,160.700000000000000,199.400000000000000,240.800000000000000,278.900000000000000,287.743429493044000,296.400000000000000,302.648655207905000,308.616046159023000,314.300000000000000,
AA,USD,Senior,Excluded,014B98,False,,10043,Alcoa Inc.,US,Baa1,BBB+,Mining_ Steel_ Iron and Non-Precious Metals,Steel,,,,s9.DJ CDX.NA.IG,0.400000000,26/10/2010,107.900000000000000,160.700000000000000,199.400000000000000,240.800000000000000,278.900000000000000,287.743429493044000,296.400000000000000,302.648655207905000,308.616046159023000,314.300000000000000,
ALTEL,USD,Senior,NULL,0C204K,False,,10057,ALLTEL Corporation,US,Caa1   *+,B+     *+,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.DJ CDX.NA.IG,0.400000000,26/10/2010,6.600000000000000,10.000000000000000,14.800000000000000,18.600000000000000,22.000000000000000,25.245197362021700,28.600000000000000,31.044542964753700,33.446034073048800,35.800000000000000,
ALTEL,USD,Senior,Excluded,0C204K,False,,10057,ALLTEL Corporation,US,Caa1   *+,B+     *+,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.DJ CDX.NA.IG,0.400000000,26/10/2010,6.600000000000000,10.000000000000000,14.800000000000000,18.600000000000000,22.000000000000000,25.245197362021700,28.600000000000000,31.044542964753700,33.446034073048800,35.800000000000000,
HESS,USD,Senior,NULL,46A89Q,False,,10061,Hess Corporation,US,Baa2,BBB-,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.400000000,26/10/2010,41.900000000000000,53.700000000000000,65.300000000000000,75.400000000000000,87.000000000000000,91.093794959893800,94.200000000000000,98.255443464743500,101.646500671216000,104.400000000000000,
AEP,USD,Senior,NULL,027A8A,False,,10066,AMERICAN ELECTRIC POWER COMPANY_ INC.,US,Baa2,BBB,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.387500000,26/10/2010,15.400000000000000,26.900000000000000,38.400000000000000,49.200000000000000,60.000000000000000,64.400645315098600,68.400000000000000,71.473019801141000,74.100891148287200,76.300000000000000,
AEP,USD,Senior,Excluded,027A8A,False,,10066,AMERICAN ELECTRIC POWER COMPANY_ INC.,US,Baa2,BBB,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.387500000,26/10/2010,15.400000000000000,26.900000000000000,38.400000000000000,49.200000000000000,60.000000000000000,64.400645315098600,68.400000000000000,71.473019801141000,74.100891148287200,76.300000000000000,
NULL,USD,Senior,NULL,9HB326,False,,10067,Wyeth LLC,US,A3,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.395200000,26/10/2010,7.500000000000000,8.800000000000000,12.400000000000000,16.012809570813800,20.000000000000000,21.559587874719500,23.000000000000000,24.135565918071400,25.134062108313800,26.000000000000000,
