ProductDescription,TradeId,Strategy,SubStrategy,LTDPLChange,EstimatedPL,PercentResidualPL,ResidualPL,Total_CSDeltaEffect,Total_CSGammaEffect,Total_IREffect,CorrEffect,RecoveryEffect,DefaultEffect,ThetaEffect,CashflowEffect,NewBusinessEffect,TerminatedEffect,UnexplainedPL
Athilon 4,CDO0000646,POC_20090820,,-381074.142734554,-378260.43521381,0.738362225406563,-2813.70752074383,-553357.813337805,-8982.49889131638,,215421.007905055,0,,-31341.1308897436,0,,,
Athilon 5,CDO0000647,POC_20090820,,-209807.80526858,-208366.435349254,0.686995375353687,-1441.36991932621,-250430.962634868,-3489.62216998611,,59662.9120631827,0,,-14108.7626075828,0,,,
Athilon 6,CDO0000649,POC_20090820,,-722886.980880631,-725042.349687252,-0.298161242853589,2155.36880662048,-667372.513993712,-8804.30941240198,,-12785.2573433452,0,,-36080.2689377926,0,,,
Athilon 7,CDO0000651,POC_20090820,,-1710732.49385937,-1696874.2868892,0.810074457573346,-13858.2069701622,-1644105.92675672,-6952.20051100328,,34460.0976107875,0,,-80276.2572322637,0,,,
Athilon 7 offset,CDO0000652,POC_20090820,,1710679.16246974,1697777.75019797,0.754169019814465,12901.4122717683,1644966.5632449,6960.30725139046,,-34514.860808015,0,,80365.7405096963,0,,,
CDX6 7-10 7y ECD3450,CDO0000653,POC_20090820,,-120176.641855523,-109414.524353924,8.95524898635247,-10762.1175015992,-91377.9197021896,1234.05590145393,,-17081.1452264647,0,,-2189.51532672346,0,,,
CDX6 7-10 7y ECD3449,CDO0000654,POC_20090820,,71286.6069967335,70778.7675224773,0.712391142812291,507.839474256136,64552.9586269866,-293.940964000126,,3940.86824734177,0,,2578.88161214907,0,,,
CDX6 7-10 7y ECD3453,CDO0000655,POC_20090820,,120284.085788611,109545.900111145,8.92735361212923,10738.1856774662,91487.8957656982,-1234.16010399393,,17097.1390760658,0,,2195.02537337504,0,,,
CDX6 7-10 7y ECD8112,CDO0000656,POC_20090820,,-71276.0284900316,-70765.5985846706,0.716131238193741,-510.429905360987,-64540.7388904692,294.00736708972,,-3940.69476472677,0,,-2578.17229656433,0,,,
GNT LSS 1 - CDX7 30-60,CDO0000657,POC_20090820,,-208677.244626367,-103385.359157005,48.6518293521683,-105291.885469362,-2758524.50730912,-53440.809124277,,2791563.55742312,0,,-82983.6001467215,0,,,
GNT LSS 1 - GS,CDO0000658,POC_20090820,,202827.113652506,103739.341811028,47.1056952367923,99087.7718414782,2759660.49032681,53478.0585896303,,-2792894.85892199,0,,83495.6518165741,0,,,
Nereus 2 BNP,CDO0000659,POC_20090820,,399990.845143257,379278.511682653,5.17820187939193,20712.3334606038,707587.695174715,13735.9570098526,,-382725.7144458,0,,40680.573943885,0,,,
Nereus 2 Mav1,CDO0000660,POC_20090820,,-242923.821945764,-229857.973571653,5.37857846523939,-13065.8483741113,-431685.964559154,-8391.16345001896,,235350.055796887,0,,-25130.9013593663,0,,,
Nereus Dresdner,CDO0000661,POC_20090820,,71483.731714468,67958.5321117501,4.93147114478974,3525.1996027179,126764.86236052,2461.69562491505,,-68565.4937047076,0,,7297.46783102304,0,,,
Nereus Mav1,CDO0000662,POC_20090820,,-221331.12084972,-209781.485437975,5.21826093294272,-11549.6354117452,-393943.594687983,-7659.48048490984,,214774.530848128,0,,-22952.9411132103,0,,,
CDX7 0-3 10y Zero ECD4272,CDO0000671,POC_20090820,,-2876.72367767221,-3280.37984806054,-14.0318019947942,403.656170388328,-2782.81545935081,93.4573174635706,,445.360697630917,0,,-1036.38240380422,0,,,
CDX7 0-3 10y Zero ECD4273,CDO0000672,POC_20090820,,-3835.63157367185,-4373.83980078937,-14.0318019804568,538.208227117515,-3710.42061579979,124.609757282052,,593.814264040792,0,,-1381.84320631242,0,,,
CDX7 0-3 10y Zero ECD4280,CDO0000673,POC_20090820,,-1549.00504370398,-1766.35836352256,-14.0318019429329,217.353319818583,-1498.43908043298,50.3231713062582,,239.809604325999,0,,-558.052058721834,0,,,
CDX7 0-3 10y Zero ECD8268,CDO0000674,POC_20090820,,8261.3602950481,9420.57800549677,-14.0318018951856,-1159.21771044867,7991.67515557101,-268.390252915027,,-1278.98456599772,0,,2976.27766883851,0,,,
Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,CDX0000726,POC_20090820,,8263.25012957015,8304.1075527801,-0.494447373240444,-40.8574232099472,7150.60546964231,13.9485584279432,,0,0,,1139.55352470985,0,,,
Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,CDX0000727,POC_20090820,,-8263.25012957015,-8304.1075527801,-0.494447373240444,40.8574232099472,-7150.60546964231,-13.9485584279432,,0,0,,-1139.55352470985,0,,,
ACA 3,CDO0000639,POC_20090820,,113581.076527778,,,113581.076527778,,,,,,,,,,,
ACA 3 BA,CDO0000640,POC_20090820,,-137464.804722223,,,-137464.804722223,,,,,,,,,,,
