ProductDescription,TradeId,Strategy,SubStrategy,LTDPLChange,EstimatedPL,PercentResidualPL,ResidualPL,Total_CSDeltaEffect,Total_CSGammaEffect,Total_IREffect,CorrEffect,RecoveryEffect,DefaultEffect,ThetaEffect,CashflowEffect,NewBusinessEffect,TerminatedEffect,UnexplainedPL
Athilon 4,CDO0000646,POC_20090820,,144025.67587352,135268.992204131,6.07994624311202,8756.68366938876,206535.931687535,-4933.72263258439,,-39113.3319793587,0,,-27219.8848714605,0,,,
Athilon 5,CDO0000647,POC_20090820,,32099.6247980036,28559.7210251212,11.0278665098372,3539.90377288243,61281.3805550402,-126.338349962327,,-20852.1044394863,0,,-11743.2167404704,0,,,
Athilon 6,CDO0000649,POC_20090820,,-125786.91137277,-140901.012833403,-12.0156392232595,15114.1014606332,-107114.702183029,-3278.70630046053,,-256.620207106771,0,,-30250.9841428064,0,,,
Athilon 7,CDO0000651,POC_20090820,,-624782.27703201,-656397.290378776,-5.06016487806781,31615.0133467661,-516881.920522141,-9394.37964894246,,-60760.9978325989,0,,-69359.9923750944,0,,,
Athilon 7 offset,CDO0000652,POC_20090820,,625695.227023244,656778.823788048,-4.96784942929561,-31083.5967648041,517138.025040226,9410.05813838875,,60793.5844457672,0,,69437.1561636664,0,,,
CDX6 7-10 7y ECD3450,CDO0000653,POC_20090820,,-59501.2126973821,-61198.0029412419,-2.85169018737398,1696.79024385977,-47674.935587061,1278.25977551872,,-12618.4042093626,0,,-2182.92292033695,0,,,
CDX6 7-10 7y ECD3449,CDO0000654,POC_20090820,,32926.8322815413,33695.1776758959,-2.33349320634555,-768.345394354561,28351.0749230439,-404.151768293202,,3403.40709383479,0,,2344.84742731042,0,,,
CDX6 7-10 7y ECD3453,CDO0000655,POC_20090820,,59572.4361258671,61258.9176230886,-2.83097621466783,-1686.48149722148,47719.6963819366,-1278.42984004161,,12629.5931155852,0,,2188.05796560831,0,,,
CDX6 7-10 7y ECD8112,CDO0000656,POC_20090820,,-32920.9579332017,-33690.7605264944,-2.33833594652599,769.802593292756,-28347.685421118,404.217828811494,,-3403.06709534046,0,,-2344.22583884746,0,,,
GNT LSS 1 - CDX7 30-60,CDO0000657,POC_20090820,,973834.832386898,879014.679599398,9.56320753621674,94820.1527875,-659945.633175868,-57853.334904035,,1678565.07992731,0,,-81751.432248012,0,,,
GNT LSS 1 - GS,CDO0000658,POC_20090820,,-970056.084634112,-879201.280466594,9.19897178764119,-90854.8041675173,659988.669914366,57919.8273937492,,-1679372.76717584,0,,82262.9894011265,0,,,
Nereus 2 BNP,CDO0000659,POC_20090820,,27513.3599651437,27590.0996344705,-0.278917840002095,-76.7396693267801,-91691.8308072197,14777.6646915462,,70248.5628950096,0,,34255.7028551344,0,,,
Nereus 2 Mav1,CDO0000660,POC_20090820,,-20153.0169234397,-20429.0778348222,-1.36982424235142,276.060911382461,52879.9616752641,-9109.13342692677,,-43048.5413252249,0,,-21151.3647579346,0,,,
Nereus Dresdner,CDO0000661,POC_20090820,,5057.89119651238,4951.08423623151,2.11168955857571,106.806960280872,-16427.7567971391,2648.34583127505,,12584.8404792404,0,,6145.65472285519,0,,,
Nereus Mav1,CDO0000662,POC_20090820,,-18651.4434764413,-18659.5032672689,-0.0432126920246041,8.05979082761769,48259.1598545031,-8314.6021102968,,-39284.325754144,0,,-19319.7352573313,0,,,
CDX7 0-3 10y Zero ECD4272,CDO0000671,POC_20090820,,-2273.68688929325,-2824.4853728276,-24.2249047627466,550.798483534346,-2216.04441530636,164.849168037512,,254.651009551323,0,,-1027.94113511007,0,,,
CDX7 0-3 10y Zero ECD4273,CDO0000672,POC_20090820,,-3031.5825217783,-3765.98049897462,-24.2249047129855,734.397977196317,-2954.72588972883,219.79889242449,,339.534679706477,0,,-1370.58818137675,0,,,
CDX7 0-3 10y Zero ECD4280,CDO0000673,POC_20090820,,-1224.29292971536,-1520.87672466354,-24.2249046571831,296.583794948179,-1193.25467476189,88.764937153758,,137.119773178387,0,,-553.506760233795,0,,,
CDX7 0-3 10y Zero ECD8268,CDO0000674,POC_20090820,,6529.56234078697,8111.34260224144,-24.2249048083034,-1581.78026145447,6364.02497982096,-473.412991863962,,-731.305462436183,0,,2952.03607672063,0,,,
Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,CDX0000726,POC_20090820,,4236.72273041507,4262.58173647257,-0.610353985920794,-25.8590060575007,3248.73727581667,13.2138181288608,,0,0,,1000.63064252704,0,,,
Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,CDX0000727,POC_20090820,,-4236.72273041507,-4262.58173647257,-0.610353985920794,25.8590060575007,-3248.73727581667,-13.2138181288608,,0,0,,-1000.63064252704,0,,,
ACA 3,CDO0000639,POC_20090820,,113581.076527778,,,113581.076527778,,,,,,,,,,,
ACA 3 BA,CDO0000640,POC_20090820,,-137464.804722223,,,-137464.804722223,,,,,,,,,,,
