MARKIT Ticker,Currency,Sen/Sub,Doc Clause,RED Code,IsDefaulted,Defaulted Recovery Rate,Phoenix Reference Entity ID,Name,Country,Moodys,S&P,Moodys Industries,S&P Industries,CreditIndex,Series,Version (hardcoded),Credit Index Mapping,Recovery,Quote Date,Yr 1,Yr 2,Yr 3,Yr 4,Yr 5,Yr 6,Yr 7,Yr 8,Yr 9,Yr 10
NULL,USD,Senior,NULL,008HA7,False,,10025,AGRIUM INC.,CA,Baa2,BBB,Farming and Agriculture,Farming / Agriculture,,,,s9.DJ CDX.NA.IG,0.392500000,01/11/2010,51.000000000000000,68.600000000000000,88.400000000000000,108.104561287428000,127.600000000000000,133.669658836636000,139.400000000000000,144.404266902018000,149.070265265364000,153.400000000000000,
AKZO,EUR,Senior,NULL,0B11AI,False,,10035,AKZO Nobel N.V.,NL,A3,A-,Chemicals_ Plastics and Rubber,Chemicals & Plastics,,,,s9.iTraxx Europe,0.400000000,01/11/2010,29.900000000000000,40.300000000000000,51.200000000000000,61.500000000000000,71.400000000000000,74.922296821216900,77.800000000000000,80.439231714591800,82.531529504660200,84.100000000000000,
NULL,USD,Senior,Excluded,6A59CJ,False,,10040,New Albertson's_ Inc.,US,B1,BBB-   *-,Grocery,Food / Drug retailers,,,,s9.DJ CDX.NA.IG,0.395238095,01/11/2010,372.330000000000000,450.280000000000000,491.790000000000000,556.530000000000000,607.200000000000000,616.053659595147000,622.810000000000000,629.479457717633000,634.305793939327000,637.355000000000000,
NULL,USD,Senior,NULL,7DD92F,False,,10041,Rio Tinto Alcan_ Inc,CA,A3,BBB+   *+,Mining_ Steel_ Iron and Non-Precious Metals,Nonferrous Metals / Minerals,,,,s9.DJ CDX.NA.IG,0.392857143,01/11/2010,9.400000000000000,16.000000000000000,19.200000000000000,26.589971678165800,34.900000000000000,37.399945823965200,39.700000000000000,41.191984206318100,42.421841589828200,43.400000000000000,
NULL,USD,Senior,Excluded,7DD92F,False,,10041,Rio Tinto Alcan_ Inc,CA,A3,BBB+   *+,Mining_ Steel_ Iron and Non-Precious Metals,Nonferrous Metals / Minerals,,,,s9.DJ CDX.NA.IG,0.392857143,01/11/2010,9.400000000000000,16.000000000000000,19.200000000000000,26.589971678165800,34.900000000000000,37.399945823965200,39.700000000000000,41.191984206318100,42.421841589828200,43.400000000000000,
AA,USD,Senior,NULL,014B98,False,,10043,Alcoa Inc.,US,Baa1,BBB+,Mining_ Steel_ Iron and Non-Precious Metals,Steel,,,,s9.DJ CDX.NA.IG,0.400000000,01/11/2010,97.100000000000000,149.400000000000000,194.200000000000000,236.600000000000000,275.600000000000000,284.182153238121000,292.500000000000000,299.068822854123000,305.302889658022000,311.200000000000000,
AA,USD,Senior,Excluded,014B98,False,,10043,Alcoa Inc.,US,Baa1,BBB+,Mining_ Steel_ Iron and Non-Precious Metals,Steel,,,,s9.DJ CDX.NA.IG,0.400000000,01/11/2010,97.100000000000000,149.400000000000000,194.200000000000000,236.600000000000000,275.600000000000000,284.182153238121000,292.500000000000000,299.068822854123000,305.302889658022000,311.200000000000000,
ALTEL,USD,Senior,NULL,0C204K,False,,10057,ALLTEL Corporation,US,Caa1   *+,B+     *+,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.DJ CDX.NA.IG,0.400000000,01/11/2010,4.600000000000000,8.800000000000000,13.700000000000000,18.300000000000000,22.100000000000000,25.433739312109900,28.900000000000000,30.915918978915000,32.849630911902600,34.700000000000000,
ALTEL,USD,Senior,Excluded,0C204K,False,,10057,ALLTEL Corporation,US,Caa1   *+,B+     *+,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.DJ CDX.NA.IG,0.400000000,01/11/2010,4.600000000000000,8.800000000000000,13.700000000000000,18.300000000000000,22.100000000000000,25.433739312109900,28.900000000000000,30.915918978915000,32.849630911902600,34.700000000000000,
HESS,USD,Senior,NULL,46A89Q,False,,10061,Hess Corporation,US,Baa2,BBB-,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.400000000,01/11/2010,33.100000000000000,47.300000000000000,60.200000000000000,71.500000000000000,82.400000000000000,86.995138138363700,90.800000000000000,94.023565856047300,96.546100776664100,98.400000000000000,
