TradeId,ProductDescription,TradeTag_ECD Id,Currency,Today_CurrentNotional,Today_MTM,LastBusinessDate_MTM,LTDPLChange,ResidualPL,EstimatedPL,CorrEffect,Today_Total_CSGammaEffect,Total_CSDeltaEffect,Today_Total_IRDelta,LastBusinessDate_CashflowEffect,Today_CashflowEffect,CashflowEffect
CDS0001022,MBIA CDS,1584,USD,12250000,-4757681.02631774,-4760175.58101937,2494.55470163748,1503.84760278184,990.707098855637,0,0,0,831.136807855032,0,0,0
CDS0001023,MBIA CDS,1584,USD,-12250000,4757681.02631774,4760175.58101937,-2494.55470163748,-1503.84760278184,-990.707098855637,0,0,0,-831.136807855032,0,0,0
CDO0000639,ACA 3,1823,USD,,,,113581.076527778,113581.076527778,,,,,,,,
CDO0000640,ACA 3 BA,1882,USD,,,,-137464.804722223,-137464.804722223,,,,,,,,
CDO0000646,Athilon 4,2591,USD,-800000000.064,5603796.30809851,5911594.87896212,-307798.570863612,8294.13196973922,-316092.702833351,116490.658680181,-2274.82589707255,-402546.288923343,-1116.60519230347,0,0,0
CDO0000661,Nereus Dresdner,2602,USD,394033425.68,-669090.406029783,-714245.529628384,45155.1235986012,-736.997343174866,45892.1209417761,-35976.5918602668,828.452620311164,84037.8895810927,170.168857682194,0,0,0
CDX0000726,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,2623,USD,33740000,-13215.4370211705,-14108.7338074224,2236.74053276116,-5.48076847138509,2242.22130123254,0,-8.51792760744,1248.74121795434,1.62180724841564,0,0,0
CDO0000659,Nereus 2 BNP,2743,USD,2200000000,-5442078.17157499,-5694268.04175751,252189.870182518,-3960.88314776329,256150.753330281,-200819.781567905,4622.97578418409,469103.762901077,1169.68273261869,0,0,0
CDO0000649,Athilon 6,3254,USD,-800000000,12443986.9786666,13068812.4835122,-624825.504845617,13876.3875511722,-638701.89239679,6825.0046426113,-6980.72942485547,-660922.959452242,-2695.13099304978,0,0,0
CDO0000654,CDX6 7-10 7y ECD3449,3449,USD,10000000.012,-1324273.72092518,-1378127.12869899,53853.4077738128,-855.51231271193,54708.9200865247,4527.23970707713,-40.1607369708667,49109.0049021953,235.977536977804,0,0,0
CDO0000653,CDX6 7-10 7y ECD3450,3450,USD,-10000000.012,4342798.71778055,4466202.80262353,-123404.084842978,-3679.80334652468,-119724.281496453,-37862.404990155,489.283282902803,-90697.5434842335,-1408.71947609875,0,0,0
CDO0000655,CDX6 7-10 7y ECD3453,3453,USD,10000000.012,-4327388.79600296,-4450900.25014297,123511.454140014,3671.43753656521,119840.016603449,37895.8762966186,-489.441041565363,90786.1965869656,1404.72062837696,0,0,0
CDO0000657,GNT LSS 1 - CDX7 30-60,3815,CAD,-4941750000,107344191.714726,108264263.03757,-920071.32284379,-3830.97474339604,-916240.348100394,4135965.4108373,-51198.460303432,-4006994.93689279,-47334.1610194981,0,0,0
CDO0000658,GNT LSS 1 - GS,3816,CAD,4941750000,-101353558.531521,-102272855.401912,919296.870390639,2479.71544128656,916817.154949352,-4137927.61144679,51238.941913988,4008663.71653923,45485.4189719319,0,0,0
CDO0000651,Athilon 7,3930,USD,-799999999.998,33289831.512509,34262742.6625207,-972911.150011692,17688.3753841799,-990599.525395872,-55613.9266825365,-4090.29395560297,-1038306.22119975,-7456.33687707111,0,0,0
CDO0000671,CDX7 0-3 10y Zero ECD4272,4272,USD,-156000.004200001,-18557.1766913086,-15977.5798857351,-2579.59680557347,1725.36518131847,-4304.96198689194,-276.948235504032,32.6157433565896,-1948.65267653954,1.59992680914584,0,0,0
CDO0000672,CDX7 0-3 10y Zero ECD4273,4273,USD,-208000.005712001,-24742.9022684012,-21303.4398591179,-3439.46240928333,2300.48690916058,-5739.9493184439,-369.264313675565,43.4876583345232,-2598.20357011792,2.13323574667447,0,0,0
CDO0000673,CDX7 0-3 10y Zero ECD4280,4280,USD,-84000.0014990773,-9992.32582000506,-8603.31216807343,-1389.01365193163,929.042782057416,-2318.05643398905,-149.125971396624,17.5623226356734,-1049.27450861127,0.861499043263029,0,0,0
CDX0000727,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,8111,USD,-33740000,13215.4370211705,14108.7338074224,-2236.74053276116,5.48076847138509,-2242.22130123254,0,8.51792760744,-1248.74121795434,-1.62180724841564,0,0,0
CDO0000656,CDX6 7-10 7y ECD8112,8112,USD,-10000000.012,1327878.00766558,1381725.71262084,-53847.7049552663,854.925191547954,-54702.6301468143,-4527.33480458877,40.1814368629782,-49103.3334890305,-236.473279221309,0,0,0
CDO0000652,Athilon 7 offset,8117,USD,799999999.998,-32179893.9626079,-33153009.166529,973115.203921143,-17909.0042557759,991024.208176919,55652.3079383676,4094.39603171615,1038736.34070843,7273.08246456906,0,0,0
CDO0000674,CDX7 0-3 10y Zero ECD8268,8268,USD,448000.011355079,53292.4047730533,45884.3319071908,7408.07286586252,-4954.89487160055,12362.9677374631,795.338520080379,-93.6657246265406,5596.13075456414,-4.5946615985129,0,0,0
CDO0000662,Nereus Mav1,8269,USD,-1239557306.4,2787270.26717445,2931382.67461676,-144112.407442314,2587.09626029796,-146699.503702612,112388.15825602,-2667.75806111084,-267238.923377713,-623.055909648305,0,0,0
CDO0000660,Nereus 2 Mav1,8271,USD,-1358576368.8,3732298.70757447,3890278.34721517,-157979.639640695,2774.39797240528,-160754.037613101,123160.415628457,-2922.93096218125,-292856.880906594,-770.051394653041,0,0,0
