MARKIT Ticker,Currency,Sen/Sub,Doc Clause,RED Code,IsDefaulted,Defaulted Recovery Rate,Phoenix Reference Entity ID,Name,Country,Moodys,S&P,Moodys Industries,S&P Industries,CreditIndex,Series,Version (hardcoded),Credit Index Mapping,Recovery,Quote Date,Yr 1,Yr 2,Yr 3,Yr 4,Yr 5,Yr 6,Yr 7,Yr 8,Yr 9,Yr 10
NULL,USD,Senior,NULL,008HA7,False,,10025,AGRIUM INC.,CA,Baa2,BBB,Farming and Agriculture,Farming / Agriculture,,,,s9.DJ CDX.NA.IG,0.392500000,25/10/2010,58.400000000000000,78.400000000000000,93.900000000000000,112.718343068002000,131.200000000000000,137.162684851371000,142.800000000000000,147.822237084719000,152.521870307150000,156.900000000000000,
AKZO,EUR,Senior,NULL,0B11AI,False,,10035,AKZO Nobel N.V.,NL,A3,A-,Chemicals_ Plastics and Rubber,Chemicals & Plastics,,,,s9.iTraxx Europe,0.400000000,25/10/2010,29.700000000000000,39.900000000000000,49.200000000000000,59.500000000000000,69.400000000000000,73.092800654939500,76.100000000000000,78.422519301613000,80.112943505374000,81.200000000000000,
NULL,USD,Senior,Excluded,6A59CJ,False,,10040,New Albertson's_ Inc.,US,B1,BBB-   *-,Grocery,Food / Drug retailers,,,,s9.DJ CDX.NA.IG,0.395238095,25/10/2010,386.300000000000000,463.600000000000000,507.600000000000000,563.906725000227000,621.700000000000000,630.001037503077000,636.200000000000000,643.182939763755000,648.362193412131000,651.800000000000000,
NULL,USD,Senior,NULL,7DD92F,False,,10041,Rio Tinto Alcan_ Inc,CA,A3,BBB+   *+,Mining_ Steel_ Iron and Non-Precious Metals,Nonferrous Metals / Minerals,,,,s9.DJ CDX.NA.IG,0.392857143,25/10/2010,13.200000000000000,18.600000000000000,21.600000000000000,28.100956656772100,35.300000000000000,37.730694422265300,39.900000000000000,41.274138350568200,42.336284849691100,43.100000000000000,
NULL,USD,Senior,Excluded,7DD92F,False,,10041,Rio Tinto Alcan_ Inc,CA,A3,BBB+   *+,Mining_ Steel_ Iron and Non-Precious Metals,Nonferrous Metals / Minerals,,,,s9.DJ CDX.NA.IG,0.392857143,25/10/2010,13.200000000000000,18.600000000000000,21.600000000000000,28.100956656772100,35.300000000000000,37.730694422265300,39.900000000000000,41.274138350568200,42.336284849691100,43.100000000000000,
AA,USD,Senior,NULL,014B98,False,,10043,Alcoa Inc.,US,Baa1,BBB+,Mining_ Steel_ Iron and Non-Precious Metals,Steel,,,,s9.DJ CDX.NA.IG,0.400000000,25/10/2010,109.500000000000000,165.500000000000000,206.800000000000000,247.500000000000000,285.800000000000000,294.308114700086000,302.600000000000000,308.828706434985000,314.762613767557000,320.400000000000000,
AA,USD,Senior,Excluded,014B98,False,,10043,Alcoa Inc.,US,Baa1,BBB+,Mining_ Steel_ Iron and Non-Precious Metals,Steel,,,,s9.DJ CDX.NA.IG,0.400000000,25/10/2010,109.500000000000000,165.500000000000000,206.800000000000000,247.500000000000000,285.800000000000000,294.308114700086000,302.600000000000000,308.828706434985000,314.762613767557000,320.400000000000000,
ALTEL,USD,Senior,NULL,0C204K,False,,10057,ALLTEL Corporation,US,Caa1   *+,B+     *+,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.DJ CDX.NA.IG,0.400000000,25/10/2010,6.800000000000000,10.400000000000000,14.700000000000000,19.000000000000000,22.200000000000000,25.631737253905700,29.200000000000000,31.412374063875500,33.546260829063200,35.600000000000000,
ALTEL,USD,Senior,Excluded,0C204K,False,,10057,ALLTEL Corporation,US,Caa1   *+,B+     *+,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.DJ CDX.NA.IG,0.400000000,25/10/2010,6.800000000000000,10.400000000000000,14.700000000000000,19.000000000000000,22.200000000000000,25.631737253905700,29.200000000000000,31.412374063875500,33.546260829063200,35.600000000000000,
HESS,USD,Senior,NULL,46A89Q,False,,10061,Hess Corporation,US,Baa2,BBB-,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.400000000,25/10/2010,41.000000000000000,53.100000000000000,64.900000000000000,75.400000000000000,86.900000000000000,90.922483412920900,94.000000000000000,97.758371568629800,100.849060360118000,103.300000000000000,
AEP,USD,Senior,NULL,027A8A,False,,10066,AMERICAN ELECTRIC POWER COMPANY_ INC.,US,Baa2,BBB,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.387500000,25/10/2010,20.200000000000000,29.200000000000000,40.400000000000000,50.700000000000000,61.800000000000000,65.984422132373100,69.700000000000000,73.441548084648400,76.804610017720000,79.800000000000000,
AEP,USD,Senior,Excluded,027A8A,False,,10066,AMERICAN ELECTRIC POWER COMPANY_ INC.,US,Baa2,BBB,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.387500000,25/10/2010,20.200000000000000,29.200000000000000,40.400000000000000,50.700000000000000,61.800000000000000,65.984422132373100,69.700000000000000,73.441548084648400,76.804610017720000,79.800000000000000,
NULL,USD,Senior,NULL,9HB326,False,,10067,Wyeth LLC,US,A3,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.395200000,25/10/2010,7.500000000000000,8.800000000000000,12.400000000000000,16.012102146396300,20.000000000000000,21.559622833656800,23.000000000000000,24.135678668716200,25.134172438620300,26.000000000000000,
NULL,USD,Senior,Excluded,9HB326,False,,10067,Wyeth LLC,US,A3,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.395200000,25/10/2010,7.500000000000000,8.800000000000000,12.400000000000000,16.012102146396300,20.000000000000000,21.559622833656800,23.000000000000000,24.135678668716200,25.134172438620300,26.000000000000000,
AMGN,USD,Senior,NULL,0D4278,False,,10080,Amgen Inc.,US,A3,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.400000000,25/10/2010,24.800000000000000,32.100000000000000,37.900000000000000,45.100000000000000,53.900000000000000,57.507757285347400,60.700000000000000,63.900186153317100,66.763527201093600,69.300000000000000,
AMGN,USD,Senior,Excluded,0D4278,False,,10080,Amgen Inc.,US,A3,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.400000000,25/10/2010,24.800000000000000,32.100000000000000,37.900000000000000,45.100000000000000,53.900000000000000,57.507757285347400,60.700000000000000,63.900186153317100,66.763527201093600,69.300000000000000,
NULL,USD,Senior,NULL,0A3576,False,,10087,Anadarko Petroleum Corporation,US,Baa3,BBB-,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.394347826,25/10/2010,70.500000000000000,102.200000000000000,135.000000000000000,165.480034475389000,195.000000000000000,203.479281205257000,211.500000000000000,216.515690067096000,221.117861597027000,225.300000000000000,
