ProductDescription,TradeId,Strategy,SubStrategy,LTDPLChange,EstimatedPL,PercentResidualPL,ResidualPL,Total_CSDeltaEffect,Total_CSGammaEffect,Total_IREffect,CorrEffect,RecoveryEffect,DefaultEffect,ThetaEffect,CashflowEffect,NewBusinessEffect,TerminatedEffect,UnexplainedPL
Athilon 4,CDO0000646,POC_20090820,,-464251.462383999,-485464.682430027,-4.56933833597325,21213.2200460285,-546588.485221431,-1762.8836963545,,92428.9986885786,0,,-29542.3122008201,0,,,
Athilon 5,CDO0000647,POC_20090820,,-238444.809860471,-248151.127994064,-4.07067704231978,9706.31813359325,-286338.480160709,-1043.26264607816,,52349.2290954793,0,,-13118.614282757,0,,,
Athilon 6,CDO0000649,POC_20090820,,-846762.920235602,-885598.904460476,-4.58640586364699,38835.9842248742,-857827.402322517,-4945.15458401913,,10014.2148626188,0,,-32840.5624165591,0,,,
Athilon 7,CDO0000651,POC_20090820,,-1647200.85543571,-1582461.74989417,3.93024963093664,-64739.1055415473,-1648487.68510842,120051.605469992,,20033.8695141068,0,,-74059.5397698507,0,,,
Athilon 7 offset,CDO0000652,POC_20090820,,1649122.75741766,1583184.22414872,3.9984005418856,65938.5332689467,1649149.67470853,-120035.198156163,,-20077.142783986,0,,74146.8903803378,0,,,
CDX6 7-10 7y ECD3450,CDO0000653,POC_20090820,,-103740.050573591,-113125.294314774,-9.04688564280673,9385.24374118265,-87825.3881944837,665.881492396528,,-23834.3103664143,0,,-2131.47724627238,0,,,
CDX6 7-10 7y ECD3449,CDO0000654,POC_20090820,,44925.789224433,47088.7700826285,-4.81456396322834,-2162.98085819547,41132.6742286295,-673.524485847774,,4189.85627987938,0,,2439.76405996736,0,,,
CDX6 7-10 7y ECD3453,CDO0000655,POC_20090820,,103874.429777526,113231.658227046,-9.00821161623732,-9357.2284495194,87904.8237758922,-665.748649087383,,23855.793499767,0,,2136.78960047383,0,,,
CDX6 7-10 7y ECD8112,CDO0000656,POC_20090820,,-44918.0105498524,-47083.8879873089,-4.82184631719756,2165.87743745647,-41128.9074241687,673.635249140522,,-4189.51211249591,0,,-2439.10369978473,0,,,
GNT LSS 1 - CDX7 30-60,CDO0000657,POC_20090820,,-392832.306776585,-503174.992546505,-27.1207925722462,110342.685769919,-3276785.55378866,-55270.878895152,,2909514.52406775,0,,-80633.0839304479,0,,,
GNT LSS 1 - GS,CDO0000658,POC_20090820,,400573.102659521,503676.522444303,-24.85176909858,-103103.419784782,3278100.87373061,55334.5817090196,,-2910913.55086856,0,,81154.6178732276,0,,,
Nereus 2 BNP,CDO0000659,POC_20090820,,564532.101932934,578368.820741652,-2.45100655238952,-13836.7188087185,884489.546082879,10967.11391475,,-355367.950949503,0,,38280.1116935257,0,,,
Nereus 2 Mav1,CDO0000660,POC_20090820,,-346693.267107286,-355340.410846967,-2.49417700315614,8647.14373968064,-548810.937681679,-7020.7903286614,,224138.54268232,0,,-23647.2255189465,0,,,
Nereus Dresdner,CDO0000661,POC_20090820,,101372.036075738,103619.490674948,-2.21703606459174,-2247.45459921005,158449.730747361,1965.70662872933,,-63663.8823932974,0,,6867.93569215434,0,,,
Nereus Mav1,CDO0000662,POC_20090820,,-316858.523878191,-324281.532518408,-2.34268863887989,7423.0086402169,-500813.603167122,-6408.91536100117,,204541.01346041,0,,-21600.0274506938,0,,,
CDX7 0-3 10y Zero ECD4272,CDO0000671,POC_20090820,,-1821.63330848256,-2206.13662890864,-21.1076136253993,384.503320426076,-1748.66221179111,118.825620326824,,456.297263343744,0,,-1032.5973007881,0,,,
CDX7 0-3 10y Zero ECD4273,CDO0000672,POC_20090820,,-2428.8444134898,-2941.51550552728,-21.1076135297139,512.671092037474,-2331.54961781897,158.434162907035,,608.396351670988,0,,-1376.79640228633,0,,,
CDX7 0-3 10y Zero ECD4280,CDO0000673,POC_20090820,,-980.879465247039,-1187.91971257539,-21.1076135920743,207.04024732835,-941.587336605884,63.9830261028856,,245.698524273872,0,,-556.013926346262,0,,,
CDX7 0-3 10y Zero ECD8268,CDO0000674,POC_20090820,,5231.35718721943,6335.57185110393,-21.1076136529574,-1104.2146638845,5021.79916622301,-341.242805251162,,-1310.39213928861,0,,2965.40762942069,0,,,
Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,CDX0000726,POC_20090820,,1280.1139020054,1252.8803570701,2.1274313865849,27.2335449352995,241.322449256509,-3.29950349670722,,0,0,,1014.85741131029,0,,,
Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,CDX0000727,POC_20090820,,-1280.1139020054,-1252.8803570701,2.1274313865849,-27.2335449352995,-241.322449256509,3.29950349670722,,0,0,,-1014.85741131029,0,,,
ACA 3,CDO0000639,POC_20090820,,113581.076527778,,,113581.076527778,,,,,,,,,,,
ACA 3 BA,CDO0000640,POC_20090820,,-137464.804722223,,,-137464.804722223,,,,,,,,,,,
