TradeId,ProductDescription,TradeTag_ECD Id,Currency,Today_CurrentNotional,Today_MTM,LastBusinessDate_MTM,LTDPLChange,ResidualPL,EstimatedPL,CorrEffect,Today_Total_CSGammaEffect,Total_CSDeltaEffect,Today_Total_IRDelta,LastBusinessDate_CashflowEffect,Today_CashflowEffect,CashflowEffect
CDO0000639,ACA 3,1823,USD,,,,113581.076527778,113581.076527778,,,,,,,,
CDO0000640,ACA 3 BA,1882,USD,,,,-137464.804722223,-137464.804722223,,,,,,,,
CDO0000646,Athilon 4,2591,USD,-800000000.064,8170771.05070142,8025984.21872393,144786.831977492,5588.82917853337,139198.002798959,-44648.2395422121,-3165.31900417562,175395.462789213,-1555.53286310621,0,0,0
CDO0000661,Nereus Dresdner,2602,USD,394013676,-1551855.66904316,-1522096.23684406,-29759.4321991017,-833.559721615624,-28925.872477486,30975.3216695232,1151.39855114551,-54596.3637553751,312.436038470129,0,0,0
CDX0000726,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,2623,USD,33740000,77027.048785055,77024.8691890445,-600.041289252498,6.93717951067106,-606.978468763169,0,56.2035067171546,-1642.22155457311,2.47899459802138,0,0,0
CDO0000647,Athilon 5,2643,USD,-400000000,3080547.98740279,3020575.52575232,59972.4616504721,1834.22186013919,58138.2397903329,-39989.6663906298,-1492.83236669158,90667.9953066478,-614.590377775021,0,0,0
CDO0000659,Nereus 2 BNP,2743,USD,2200000000,-10360771.3381248,-10194462.6923809,-166308.645743838,-4781.84769638532,-161526.798047452,172904.024741989,6423.95529015843,-304768.129905135,1976.93933795411,0,0,0
CDO0000649,Athilon 6,3254,USD,-800000000,12425133.5186286,12227951.231375,197182.287253674,10687.043294353,186495.243959321,2785.11373580902,-5850.55358141333,219195.818232847,-2726.68734233938,0,0,0
CDO0000654,CDX6 7-10 7y ECD3449,3449,USD,10000000.012,-1295735.86896641,-1307497.39470731,11761.525740898,-658.377678749743,12419.9034196477,4943.59932521713,-159.540342212668,8755.09237089129,228.714926154888,0,0,0
CDO0000653,CDX6 7-10 7y ECD3450,3450,USD,-10000000.012,4240110.81514002,4222416.6644949,17694.1506451266,3960.66033374733,13733.4903113793,-8617.69815441402,575.022492054339,11329.1261027985,-1393.21908449084,0,0,0
CDO0000655,CDX6 7-10 7y ECD3453,3453,USD,10000000.012,-4224708.5398686,-4207023.35587702,-17685.1839915747,-3950.8750830844,-13734.3089084903,8625.34513072292,-574.863049885209,-11331.6440475764,1389.07169134403,0,0,0
CDO0000657,GNT LSS 1 - CDX7 30-60,3815,CAD,-4941750000,104570771.069642,103462006.300423,1108764.76921919,383647.320389526,725117.448829663,1330519.72558306,-80519.8155199766,1243201.14374387,-46565.2157114714,0,0,0
CDO0000658,GNT LSS 1 - GS,3816,CAD,4941750000,-98640244.4370292,-97549825.2194753,-1090419.21755385,-365560.513678338,-724858.703875516,-1331158.49094875,80568.0775698657,-1243678.83320829,44682.6808458358,0,0,0
CDO0000651,Athilon 7,3930,USD,-799999999.998,31756168.1666223,31285944.2157627,470223.950859595,16619.2199547634,453604.730904832,-60071.8813203619,-5892.8121598468,527258.227225248,-7234.90475002006,0,0,0
CDO0000671,CDX7 0-3 10y Zero ECD4272,4272,USD,-156000.004144001,-23612.5752707089,-23946.8970401694,334.321769460454,791.508587633941,-457.186818173488,201.90858808081,158.728860879758,463.957276510746,4.59700705019641,0,0,0
CDO0000672,CDX7 0-3 10y Zero ECD4273,4273,USD,-208000.005712001,-31483.4337225329,-31929.1960822136,445.762359680695,1055.34478797164,-609.582428290949,269.211451016016,211.638477845309,618.609702574571,6.12934273909195,0,0,0
CDO0000673,CDX7 0-3 10y Zero ECD4280,4280,USD,-84000.0014990773,-12714.4634964608,-12894.4829092162,180.019412755486,426.196927435571,-246.177514680085,108.720008018775,85.4693865345388,249.823146712121,2.47531146698748,0,0,0
CDX0000727,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,8111,USD,-33740000,-77027.048785055,-77024.8691890445,600.041289252498,-6.93717951067106,606.978468763169,0,-56.2035067171546,1642.22155457311,-2.47899459802138,0,0,0
CDO0000656,CDX6 7-10 7y ECD8112,8112,USD,-10000000.012,1299303.78694279,1311063.10030936,-11759.3133665703,658.683064367766,-12417.996430938,-4943.0956961002,159.723054135627,-8754.1400324003,-229.235426940653,0,0,0
CDO0000652,Athilon 7 offset,8117,USD,799999999.998,-30650975.6671137,-30180754.5798216,-470221.08729215,-16426.2333437642,-453794.853948385,60107.0821222028,5901.58784544481,-527535.559545525,7043.00463730507,0,0,0
CDO0000674,CDX7 0-3 10y Zero ECD8268,8268,USD,448000.011355079,67810.4724897026,68770.5760315992,-960.103541896562,-2273.05029443444,1312.94675253788,-579.840047115598,-455.836733883005,-1332.39012578058,-13.2016612562817,0,0,0
CDO0000662,Nereus Mav1,8269,USD,-1239557306.4,5561766.63363712,5469563.26302502,92203.370612097,2312.3487434314,89891.0218686656,-97796.8587488125,-3639.87368259329,171245.878182904,-1075.91648527309,0,0,0
CDO0000660,Nereus 2 Mav1,8271,USD,-1358576368.8,6769038.27451822,6667923.80573522,101114.468783,2585.04559610401,98529.4231868955,-107167.602975256,-3987.37939602054,187659.229886843,-1271.49612873755,0,0,0
