MARKIT Ticker,Currency,Sen/Sub,Doc Clause,RED Code,IsDefaulted,Defaulted Recovery Rate,Phoenix Reference Entity ID,Name,Country,Moodys,S&P,Moodys Industries,S&P Industries,CreditIndex,Series,Version (hardcoded),Credit Index Mapping,Recovery,Quote Date,Yr 1,Yr 2,Yr 3,Yr 4,Yr 5,Yr 6,Yr 7,Yr 8,Yr 9,Yr 10
NULL,USD,Senior,NULL,008HA7,False,,10025,AGRIUM INC.,CA,Baa2,BBB,Farming and Agriculture,Farming / Agriculture,,,,s9.DJ CDX.NA.IG,0.392500000,18/10/2010,51.700000000000000,73.600000000000000,88.200000000000000,109.968938471759000,131.300000000000000,137.522647447445000,143.400000000000000,148.677234664967000,153.610595478981000,158.200000000000000,
AKZO,EUR,Senior,NULL,0B11AI,False,,10035,AKZO Nobel N.V.,NL,A3,A-,Chemicals_ Plastics and Rubber,Chemicals & Plastics,,,,s9.iTraxx Europe,0.400000000,18/10/2010,31.700000000000000,41.700000000000000,51.000000000000000,61.400000000000000,69.900000000000000,73.070269625462600,75.400000000000000,77.538334634929000,78.993515186549600,79.800000000000000,
NULL,USD,Senior,Excluded,6A59CJ,False,,10040,New Albertson's_ Inc.,US,B1,BBB-   *-,Grocery,Food / Drug retailers,,,,s9.DJ CDX.NA.IG,0.395238095,18/10/2010,373.800000000000000,439.700000000000000,483.400000000000000,536.519231055116000,591.000000000000000,599.071692042241000,605.300000000000000,612.053487532066000,617.202881254021000,620.800000000000000,
NULL,USD,Senior,NULL,7DD92F,False,,10041,Rio Tinto Alcan_ Inc,CA,A3,BBB+   *+,Mining_ Steel_ Iron and Non-Precious Metals,Nonferrous Metals / Minerals,,,,s9.DJ CDX.NA.IG,0.392857143,18/10/2010,11.380000000000000,18.725000000000000,22.485000000000000,29.060000000000000,37.020000000000000,39.262587504435600,41.150000000000000,42.783914540343800,44.102686528091400,45.120000000000000,
NULL,USD,Senior,Excluded,7DD92F,False,,10041,Rio Tinto Alcan_ Inc,CA,A3,BBB+   *+,Mining_ Steel_ Iron and Non-Precious Metals,Nonferrous Metals / Minerals,,,,s9.DJ CDX.NA.IG,0.392857143,18/10/2010,11.380000000000000,18.725000000000000,22.485000000000000,29.060000000000000,37.020000000000000,39.262587504435600,41.150000000000000,42.783914540343800,44.102686528091400,45.120000000000000,
AA,USD,Senior,NULL,014B98,False,,10043,Alcoa Inc.,US,Baa1,BBB+,Mining_ Steel_ Iron and Non-Precious Metals,Steel,,,,s9.DJ CDX.NA.IG,0.400000000,18/10/2010,102.600000000000000,155.300000000000000,198.400000000000000,239.000000000000000,279.300000000000000,287.832992193061000,296.100000000000000,302.538176816871000,308.639625450766000,314.400000000000000,
AA,USD,Senior,Excluded,014B98,False,,10043,Alcoa Inc.,US,Baa1,BBB+,Mining_ Steel_ Iron and Non-Precious Metals,Steel,,,,s9.DJ CDX.NA.IG,0.400000000,18/10/2010,102.600000000000000,155.300000000000000,198.400000000000000,239.000000000000000,279.300000000000000,287.832992193061000,296.100000000000000,302.538176816871000,308.639625450766000,314.400000000000000,
ALTEL,USD,Senior,NULL,0C204K,False,,10057,ALLTEL Corporation,US,Caa1   *+,B+     *+,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.DJ CDX.NA.IG,0.390000000,18/10/2010,6.200000000000000,10.500000000000000,14.700000000000000,19.100000000000000,22.800000000000000,25.642691451282300,28.500000000000000,30.896741504862200,33.231541666248300,35.500000000000000,
ALTEL,USD,Senior,Excluded,0C204K,False,,10057,ALLTEL Corporation,US,Caa1   *+,B+     *+,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.DJ CDX.NA.IG,0.390000000,18/10/2010,6.200000000000000,10.500000000000000,14.700000000000000,19.100000000000000,22.800000000000000,25.642691451282300,28.500000000000000,30.896741504862200,33.231541666248300,35.500000000000000,
HESS,USD,Senior,NULL,46A89Q,False,,10061,Hess Corporation,US,Baa2,BBB-,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.400000000,18/10/2010,38.300000000000000,49.800000000000000,60.300000000000000,72.200000000000000,86.200000000000000,89.819476770998300,92.500000000000000,95.916636235022400,98.673742674677800,100.800000000000000,
