TradeId,ProductDescription,TradeTag_ECD Id,Currency,Today_CurrentNotional,Today_MTM,LastBusinessDate_MTM,LTDPLChange,ResidualPL,EstimatedPL,CorrEffect,Today_Total_CSGammaEffect,Total_CSDeltaEffect,Today_Total_IRDelta,LastBusinessDate_CashflowEffect,Today_CashflowEffect,CashflowEffect
CDO0000639,ACA 3,1823,USD,,,,113581.076527778,113581.076527778,,,,,,,,
CDO0000640,ACA 3 BA,1882,USD,,,,-137464.804722223,-137464.804722223,,,,,,,,
CDO0000646,Athilon 4,2591,USD,-800000000.064,10111302.902259,10341237.7010002,-229934.798741218,8159.35510220719,-238094.153843425,37580.8165934041,-8155.90154683602,-257043.172764969,-1914.45379897058,0,0,0
CDO0000661,Nereus Dresdner,2602,USD,394013676,-2177322.8071084,-2219180.5400271,41857.7329187011,1210.05770975728,40647.6752089439,-43675.7418782178,3551.67220295242,49026.6794313775,426.43674147469,0,0,0
CDX0000726,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,2623,USD,33740000,76987.7924710796,76984.5231853234,486.340231784183,5.64704511115463,480.693186673028,0,11.6445960215972,-664.606983166485,3.68137409406481,0,0,0
CDO0000647,Athilon 5,2643,USD,-400000000,4221204.97881374,4339623.83780414,-118418.858990403,3631.40659305974,-122050.265583463,24023.0492160745,-2267.31133655075,-135288.799613076,-823.042897396442,0,0,0
CDO0000659,Nereus 2 BNP,2743,USD,2200000000,-13849568.9043769,-14083047.8533317,233478.948954722,6631.04572699722,226847.903227725,-243793.473648725,19816.8725242923,273680.00489463,2619.93117296081,0,0,0
CDO0000649,Athilon 6,3254,USD,-800000000,16277268.224504,16745985.2997747,-468717.075270765,14496.0043102454,-483213.07958101,-36531.8389081593,-3818.85845350918,-412691.984915908,-3548.97147701308,0,0,0
CDO0000654,CDX6 7-10 7y ECD3449,3449,USD,10000000.012,-1604910.08654627,-1615572.43969823,10662.3531519549,-797.18742806205,11459.540580017,-671.724018219305,-528.11215926908,8766.69831512795,286.800595056778,0,0,0
CDO0000653,CDX6 7-10 7y ECD3450,3450,USD,-10000000.012,4752715.15708988,4784848.6336492,-32133.4765593149,-955.14030968061,-31178.3362496343,-6754.63027107602,496.629944338299,-24997.4850197316,-1547.72752854154,0,0,0
CDO0000655,CDX6 7-10 7y ECD3453,3453,USD,10000000.012,-4737971.69811843,-4770130.99758622,32159.2994677853,952.524827449328,31206.774640336,6760.98394837533,-496.639837268486,25016.164362827,1543.79271677146,0,0,0
CDO0000657,GNT LSS 1 - CDX7 30-60,3815,CAD,-4941750000,104768716.827489,104871366.937658,-102650.110168979,-209025.217516132,106375.107347154,814027.588380822,-28485.1440008439,-342030.623214824,-47463.6329255208,0,0,0
CDO0000658,GNT LSS 1 - GS,3816,CAD,4941750000,-98874911.9190023,-98969427.7144942,94515.7954918742,200412.850156961,-105897.054665087,-814419.194592682,28532.1629480717,342206.811672498,45572.659537971,0,0,0
CDO0000651,Athilon 7,3930,USD,-799999999.998,41612969.5994128,42647342.1893306,-1034372.58991784,27193.7318497156,-1061566.32176755,17757.5360626929,-5091.98032137971,-985842.199784803,-9439.4931307666,0,0,0
CDO0000671,CDX7 0-3 10y Zero ECD4272,4272,USD,-156000.004144001,-5257.45218330319,-4956.44736307894,-301.004820224247,701.677406370727,-1002.68222659497,133.349780296871,83.3767739150759,-136.466522328187,2.73853745202359,0,0,0
CDO0000672,CDX7 0-3 10y Zero ECD4273,4273,USD,-208000.005712001,-7009.9362506952,-6608.59649003603,-401.339760659175,935.569877953073,-1336.90963861225,177.799707222059,111.169030036916,-181.95536327046,3.65138327263703,0,0,0
CDO0000673,CDX7 0-3 10y Zero ECD4280,4280,USD,-84000.0014990773,-2830.93576632945,-2668.85624916018,-162.079517169273,377.826291983061,-539.905809152335,71.8037272261804,44.8951860243976,-73.4819729210735,1.47459707669477,0,0,0
CDX0000727,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,8111,USD,-33740000,-76987.7924710796,-76984.5231853234,-486.340231784183,-5.64704511115463,-480.693186673028,0,-11.6445960215972,664.606983166485,-3.68137409406481,0,0,0
CDO0000656,CDX6 7-10 7y ECD8112,8112,USD,-10000000.012,1608421.66181364,1619082.83117294,-10661.1693593031,797.278313236258,-11458.4476725393,671.698679618756,528.10356923328,-8766.33303918331,-287.323444442055,0,0,0
CDO0000652,Athilon 7 offset,8117,USD,799999999.998,-40515154.9412946,-41550107.0455541,1034952.10425943,-27181.1174464636,1062133.22170589,-17798.757686073,5102.36875966703,986336.304059213,9244.8382990256,0,0,0
CDO0000674,CDX7 0-3 10y Zero ECD8268,8268,USD,448000.011355079,15098.3242003279,14233.9001022751,864.424098052783,-2015.07357669238,2879.49767474516,-382.953214745113,-239.440989597246,391.903858526181,-7.86451780136558,0,0,0
CDO0000662,Nereus Mav1,8269,USD,-1239557306.4,7531836.66789103,7662653.3700068,-130816.702115771,-3842.85132794143,-126973.85078783,137886.767052285,-11131.137018181,-154293.433410365,-1437.46299545923,0,0,0
CDO0000660,Nereus 2 Mav1,8271,USD,-1358576368.8,8926864.98052473,9070148.39976527,-143283.419240542,-4162.01086825988,-139121.408372282,151097.290898398,-12194.357497319,-169082.721824518,-1670.32262688968,0,0,0
