ProductDescription,TradeId,Strategy,SubStrategy,LTDPLChange,EstimatedPL,PercentResidualPL,ResidualPL,Total_CSDeltaEffect,Total_CSGammaEffect,Total_IREffect,CorrEffect,RecoveryEffect,DefaultEffect,ThetaEffect,CashflowEffect,NewBusinessEffect,TerminatedEffect,UnexplainedPL
Athilon 4,CDO0000646,POC_20090820,,-229934.798741218,-238094.153843425,-3.54855165328421,8159.35510220719,-257043.172764969,-8155.90154683602,,58509.821218792,0,,-31404.9007504117,0,,,
Athilon 5,CDO0000647,POC_20090820,,-118418.858990403,-122050.265583463,-3.0665779285663,3631.40659305974,-135288.799613076,-2267.31133655075,,29911.7410975279,0,,-14405.8957313634,0,,,
Athilon 6,CDO0000649,POC_20090820,,-468717.075270765,-483213.07958101,-3.09269814885055,14496.0043102454,-412691.984915908,-3818.85845350918,,-30183.8851044928,0,,-36518.3511071,0,,,
Athilon 7,CDO0000651,POC_20090820,,-1034372.58991784,-1061566.32176755,-2.62900739199553,27193.7318497156,-985842.199784803,-5091.98032137971,,10935.5132435605,0,,-81567.6549049318,0,,,
Athilon 7 offset,CDO0000652,POC_20090820,,1034952.10425943,1062133.22170589,-2.62631645798848,-27181.1174464636,986336.304059213,5102.36875966703,,-10963.4614718328,0,,81658.0103588477,0,,,
CDX6 7-10 7y ECD3450,CDO0000653,POC_20090820,,-32133.4765593149,-31178.3362496343,2.9724151008607,-955.14030968061,-24997.4850197316,496.629944338299,,-4506.12763344695,0,,-2171.35354079399,0,,,
CDX6 7-10 7y ECD3449,CDO0000654,POC_20090820,,10662.3531519549,11459.540580017,-7.47665563784,-797.18742806205,8766.69831512795,-528.11215926908,,625.287357439439,0,,2595.66706671868,0,,,
CDX6 7-10 7y ECD3453,CDO0000655,POC_20090820,,32159.2994677853,31206.774640336,2.9618954492572,952.524827449328,25016.164362827,-496.639837268486,,4510.36616316469,0,,2176.88395161275,0,,,
CDX6 7-10 7y ECD8112,CDO0000656,POC_20090820,,-10661.1693593031,-11458.4476725393,-7.4783383169928,797.278313236258,-8766.33303918331,528.10356923328,,-625.263082965042,0,,-2594.95511962427,0,,,
GNT LSS 1 - CDX7 30-60,CDO0000657,POC_20090820,,-98000.0097083188,101556.262682852,194.404343125077,-199556.272391171,-326536.467816911,-27194.7529723078,,537307.766604668,0,,-82020.2831325966,0,,,
GNT LSS 1 - GS,CDO0000658,POC_20090820,,90234.1834854878,-101099.866022328,202.436056864448,191334.049507815,326704.674850826,27239.6419381085,,-537564.837504098,0,,82520.6546928355,0,,,
Nereus 2 BNP,CDO0000659,POC_20090820,,233478.948954722,226847.903227725,2.84010432490133,6631.04572699722,273680.00489463,19816.8725242923,,-107974.702386826,0,,41325.7281956282,0,,,
Nereus 2 Mav1,CDO0000660,POC_20090820,,-143283.419240542,-139121.408372282,2.9047400531898,-4162.01086825988,-169082.721824518,-12194.357497319,,67668.2897783105,0,,-25512.6188287549,0,,,
Nereus Dresdner,CDO0000661,POC_20090820,,41857.7329187011,40647.6752089439,2.89088210321265,1210.05770975728,49026.6794313775,3551.67220295242,,-19343.7172494185,0,,7413.04082403239,0,,,
Nereus Mav1,CDO0000662,POC_20090820,,-130816.702115771,-126973.85078783,2.93758462473741,-3842.85132794143,-154293.433410365,-11131.137018181,,61751.9933143083,0,,-23301.2736735921,0,,,
CDX7 0-3 10y Zero ECD4272,CDO0000671,POC_20090820,,-301.004820224247,-1002.68222659497,-233.111684340464,701.677406370727,-136.466522328187,83.3767739150759,,87.3683635151665,0,,-1036.96084169703,0,,,
CDX7 0-3 10y Zero ECD4273,CDO0000672,POC_20090820,,-401.339760659175,-1336.90963861225,-233.111684826955,935.569877953073,-181.95536327046,111.169030036916,,116.491151458099,0,,-1382.6144568368,0,,,
CDX7 0-3 10y Zero ECD4280,CDO0000673,POC_20090820,,-162.079517169273,-539.905809152335,-233.111684055959,377.826291983061,-73.4819729210735,44.8951860243976,,47.0445030211121,0,,-558.363525276771,0,,,
CDX7 0-3 10y Zero ECD8268,CDO0000674,POC_20090820,,864.424098052783,2879.49767474516,-233.111684557565,-2015.07357669238,391.903858526181,-239.440989597246,,-250.904017994381,0,,2977.9388238106,0,,,
Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,CDX0000726,POC_20090820,,486.340231784183,480.693186673028,1.16113057117194,5.64704511115463,-664.606983166485,11.6445960215972,,0,0,,1133.65557381792,0,,,
Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,CDX0000727,POC_20090820,,-486.340231784183,-480.693186673028,1.16113057117194,-5.64704511115463,664.606983166485,-11.6445960215972,,0,0,,-1133.65557381792,0,,,
ACA 3,CDO0000639,POC_20090820,,113581.076527778,,,113581.076527778,,,,,,,,,,,
ACA 3 BA,CDO0000640,POC_20090820,,-137464.804722223,,,-137464.804722223,,,,,,,,,,,
