MARKIT Ticker,Currency,Sen/Sub,Doc Clause,RED Code,IsDefaulted,Defaulted Recovery Rate,Phoenix Reference Entity ID,Name,Country,Moodys,S&P,Moodys Industries,S&P Industries,CreditIndex,Series,Version (hardcoded),Credit Index Mapping,Recovery,Quote Date,Yr 1,Yr 2,Yr 3,Yr 4,Yr 5,Yr 6,Yr 7,Yr 8,Yr 9,Yr 10
NULL,USD,Senior,NULL,008HA7,False,,10025,AGRIUM INC.,CA,Baa2,BBB,Farming and Agriculture,Farming / Agriculture,,,,s9.DJ CDX.NA.IG,0.392500000,05/11/2010,47.100000000000000,63.600000000000000,80.500000000000000,98.577433607920300,117.700000000000000,122.662759140836000,127.400000000000000,132.149850377647000,136.684325045641000,141.000000000000000,
AKZO,EUR,Senior,NULL,0B11AI,False,,10035,AKZO Nobel N.V.,NL,A3,A-,Chemicals_ Plastics and Rubber,Chemicals & Plastics,,,,s9.iTraxx Europe,0.400000000,05/11/2010,26.900000000000000,37.200000000000000,47.200000000000000,57.700000000000000,67.800000000000000,71.675264708080900,74.900000000000000,77.697070676291000,79.922001377226500,81.600000000000000,
NULL,USD,Senior,Excluded,6A59CJ,False,,10040,New Albertson's_ Inc.,US,B1,BBB-   *-,Grocery,Food / Drug retailers,,,,s9.DJ CDX.NA.IG,0.395238095,05/11/2010,345.900000000000000,430.770000000000000,477.970000000000000,547.740000000000000,593.160000000000000,602.494970220910000,609.790000000000000,616.239759375394000,620.854210440010000,623.700000000000000,
NULL,USD,Senior,NULL,7DD92F,False,,10041,Rio Tinto Alcan_ Inc,CA,A3,BBB+   *+,Mining_ Steel_ Iron and Non-Precious Metals,Nonferrous Metals / Minerals,,,,s9.DJ CDX.NA.IG,0.392857143,05/11/2010,9.900000000000000,16.200000000000000,19.300000000000000,26.137574503138800,33.800000000000000,36.316376685132100,38.600000000000000,40.771035200637800,42.735971439055900,44.500000000000000,
NULL,USD,Senior,Excluded,7DD92F,False,,10041,Rio Tinto Alcan_ Inc,CA,A3,BBB+   *+,Mining_ Steel_ Iron and Non-Precious Metals,Nonferrous Metals / Minerals,,,,s9.DJ CDX.NA.IG,0.392857143,05/11/2010,9.900000000000000,16.200000000000000,19.300000000000000,26.137574503138800,33.800000000000000,36.316376685132100,38.600000000000000,40.771035200637800,42.735971439055900,44.500000000000000,
AA,USD,Senior,NULL,014B98,False,,10043,Alcoa Inc.,US,Baa1,BBB+,Mining_ Steel_ Iron and Non-Precious Metals,Steel,,,,s9.DJ CDX.NA.IG,0.400000000,05/11/2010,74.000000000000000,128.600000000000000,166.600000000000000,206.900000000000000,244.700000000000000,254.087745816383000,263.300000000000000,269.703071709052000,275.804314203051000,281.600000000000000,
AA,USD,Senior,Excluded,014B98,False,,10043,Alcoa Inc.,US,Baa1,BBB+,Mining_ Steel_ Iron and Non-Precious Metals,Steel,,,,s9.DJ CDX.NA.IG,0.400000000,05/11/2010,74.000000000000000,128.600000000000000,166.600000000000000,206.900000000000000,244.700000000000000,254.087745816383000,263.300000000000000,269.703071709052000,275.804314203051000,281.600000000000000,
ALTEL,USD,Senior,NULL,0C204K,False,,10057,ALLTEL Corporation,US,Caa1   *+,B+     *+,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.DJ CDX.NA.IG,0.400000000,05/11/2010,3.100000000000000,6.700000000000000,11.300000000000000,16.400000000000000,19.500000000000000,22.635283573371200,25.900000000000000,27.786388330848400,29.586758403655800,31.300000000000000,
ALTEL,USD,Senior,Excluded,0C204K,False,,10057,ALLTEL Corporation,US,Caa1   *+,B+     *+,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.DJ CDX.NA.IG,0.400000000,05/11/2010,3.100000000000000,6.700000000000000,11.300000000000000,16.400000000000000,19.500000000000000,22.635283573371200,25.900000000000000,27.786388330848400,29.586758403655800,31.300000000000000,
HESS,USD,Senior,NULL,46A89Q,False,,10061,Hess Corporation,US,Baa2,BBB-,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.400000000,05/11/2010,28.400000000000000,41.400000000000000,53.300000000000000,66.000000000000000,78.800000000000000,83.558131828135300,87.600000000000000,91.635722385151700,95.095285689826200,98.000000000000000,
AEP,USD,Senior,NULL,027A8A,False,,10066,AMERICAN ELECTRIC POWER COMPANY_ INC.,US,Baa2,BBB,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.400000000,05/11/2010,13.000000000000000,22.200000000000000,33.400000000000000,44.000000000000000,54.500000000000000,58.863667015214200,62.900000000000000,66.463339711801300,69.693944358652100,72.600000000000000,
AEP,USD,Senior,Excluded,027A8A,False,,10066,AMERICAN ELECTRIC POWER COMPANY_ INC.,US,Baa2,BBB,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.400000000,05/11/2010,13.000000000000000,22.200000000000000,33.400000000000000,44.000000000000000,54.500000000000000,58.863667015214200,62.900000000000000,66.463339711801300,69.693944358652100,72.600000000000000,
NULL,USD,Senior,NULL,9HB326,False,,10067,Wyeth LLC,US,A3,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.395200000,05/11/2010,9.200000000000000,11.900000000000000,16.000000000000000,18.851431722326800,21.800000000000000,23.471277445694700,25.000000000000000,25.892962552972100,26.590013110972600,27.100000000000000,
NULL,USD,Senior,Excluded,9HB326,False,,10067,Wyeth LLC,US,A3,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.395200000,05/11/2010,9.200000000000000,11.900000000000000,16.000000000000000,18.851431722326800,21.800000000000000,23.471277445694700,25.000000000000000,25.892962552972100,26.590013110972600,27.100000000000000,
AMGN,USD,Senior,NULL,0D4278,False,,10080,Amgen Inc.,US,A3,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.400000000,05/11/2010,20.000000000000000,26.300000000000000,32.800000000000000,41.100000000000000,49.300000000000000,52.830682618998200,56.000000000000000,59.191549661448000,62.089188375981600,64.700000000000000,
AMGN,USD,Senior,Excluded,0D4278,False,,10080,Amgen Inc.,US,A3,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.400000000,05/11/2010,20.000000000000000,26.300000000000000,32.800000000000000,41.100000000000000,49.300000000000000,52.830682618998200,56.000000000000000,59.191549661448000,62.089188375981600,64.700000000000000,
