MARKIT Ticker,Currency,Sen/Sub,Doc Clause,RED Code,IsDefaulted,Defaulted Recovery Rate,Phoenix Reference Entity ID,Name,Country,Moodys,S&P,Moodys Industries,S&P Industries,CreditIndex,Series,Version (hardcoded),Credit Index Mapping,Recovery,Quote Date,Yr 1,Yr 2,Yr 3,Yr 4,Yr 5,Yr 6,Yr 7,Yr 8,Yr 9,Yr 10
NULL,USD,Senior,NULL,008HA7,False,,10025,AGRIUM INC.,CA,Baa2,BBB,Farming and Agriculture,Farming / Agriculture,,,,s9.DJ CDX.NA.IG,0.392500000,27/10/2010,55.500000000000000,72.900000000000000,89.000000000000000,109.052993907914000,128.800000000000000,134.148653308655000,139.200000000000000,144.129381202179000,148.762495607050000,153.100000000000000,
AKZO,EUR,Senior,NULL,0B11AI,False,,10035,AKZO Nobel N.V.,NL,A3,A-,Chemicals_ Plastics and Rubber,Chemicals & Plastics,,,,s9.iTraxx Europe,0.400000000,27/10/2010,31.400000000000000,41.500000000000000,50.000000000000000,59.900000000000000,70.500000000000000,73.718193495576200,76.200000000000000,78.499433915897800,80.190340492459200,81.300000000000000,
NULL,USD,Senior,Excluded,6A59CJ,False,,10040,New Albertson's_ Inc.,US,B1,BBB-   *-,Grocery,Food / Drug retailers,,,,s9.DJ CDX.NA.IG,0.395238095,27/10/2010,370.600000000000000,448.990000000000000,492.130000000000000,557.380000000000000,600.730000000000000,609.657690226246000,616.700000000000000,622.923624088224000,627.440559870876000,630.310000000000000,
NULL,USD,Senior,NULL,7DD92F,False,,10041,Rio Tinto Alcan_ Inc,CA,A3,BBB+   *+,Mining_ Steel_ Iron and Non-Precious Metals,Nonferrous Metals / Minerals,,,,s9.DJ CDX.NA.IG,0.392857143,27/10/2010,9.700000000000000,15.900000000000000,19.400000000000000,26.645249187743500,34.800000000000000,37.264127046251500,39.500000000000000,41.125935887939100,42.489245333758600,43.600000000000000,
NULL,USD,Senior,Excluded,7DD92F,False,,10041,Rio Tinto Alcan_ Inc,CA,A3,BBB+   *+,Mining_ Steel_ Iron and Non-Precious Metals,Nonferrous Metals / Minerals,,,,s9.DJ CDX.NA.IG,0.392857143,27/10/2010,9.700000000000000,15.900000000000000,19.400000000000000,26.645249187743500,34.800000000000000,37.264127046251500,39.500000000000000,41.125935887939100,42.489245333758600,43.600000000000000,
AA,USD,Senior,NULL,014B98,False,,10043,Alcoa Inc.,US,Baa1,BBB+,Mining_ Steel_ Iron and Non-Precious Metals,Steel,,,,s9.DJ CDX.NA.IG,0.400000000,27/10/2010,103.500000000000000,165.800000000000000,200.800000000000000,233.100000000000000,283.400000000000000,292.970112304319000,302.400000000000000,308.662160755565000,314.663061035298000,320.400000000000000,
AA,USD,Senior,Excluded,014B98,False,,10043,Alcoa Inc.,US,Baa1,BBB+,Mining_ Steel_ Iron and Non-Precious Metals,Steel,,,,s9.DJ CDX.NA.IG,0.400000000,27/10/2010,103.500000000000000,165.800000000000000,200.800000000000000,233.100000000000000,283.400000000000000,292.970112304319000,302.400000000000000,308.662160755565000,314.663061035298000,320.400000000000000,
ALTEL,USD,Senior,NULL,0C204K,False,,10057,ALLTEL Corporation,US,Caa1   *+,B+     *+,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.DJ CDX.NA.IG,0.400000000,27/10/2010,6.400000000000000,10.100000000000000,14.400000000000000,18.500000000000000,22.000000000000000,25.334903925276100,28.800000000000000,31.150847534932000,33.452042543849500,35.700000000000000,
ALTEL,USD,Senior,Excluded,0C204K,False,,10057,ALLTEL Corporation,US,Caa1   *+,B+     *+,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.DJ CDX.NA.IG,0.400000000,27/10/2010,6.400000000000000,10.100000000000000,14.400000000000000,18.500000000000000,22.000000000000000,25.334903925276100,28.800000000000000,31.150847534932000,33.452042543849500,35.700000000000000,
HESS,USD,Senior,NULL,46A89Q,False,,10061,Hess Corporation,US,Baa2,BBB-,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.400000000,27/10/2010,35.200000000000000,48.900000000000000,61.700000000000000,74.400000000000000,86.700000000000000,91.448287713772500,95.400000000000000,99.843506196039600,103.703500194597000,107.000000000000000,
