ProductDescription,TradeId,Strategy,SubStrategy,LTDPLChange,EstimatedPL,PercentResidualPL,ResidualPL,Total_CSDeltaEffect,Total_CSGammaEffect,Total_IREffect,CorrEffect,RecoveryEffect,DefaultEffect,ThetaEffect,CashflowEffect,NewBusinessEffect,TerminatedEffect,UnexplainedPL
Athilon 4,CDO0000646,POC_20090820,,-30833.1870124787,-24539.4958740598,20.412068126048,-6293.69113841894,44344.7883960274,-16507.7310788943,,-20929.0046253878,0,,-31447.548565805,0,,,
Athilon 5,CDO0000647,POC_20090820,,22209.2339677354,23118.0851151638,-4.09222195033267,-908.85114742841,47218.2114224128,-3853.23433237636,,-5888.69188145334,0,,-14358.2000934193,0,,,
Athilon 6,CDO0000649,POC_20090820,,-268801.940305576,-294284.533080187,-9.48006280968145,25482.592774611,-213640.545718131,-37535.9205428377,,-6347.95380366654,0,,-36760.1130155511,0,,,
Athilon 7,CDO0000651,POC_20090820,,-478322.056251504,-514471.359177229,-7.55752373390823,36149.3029257252,-429962.824201677,-10103.2296202052,,6822.02281913241,0,,-81227.3281744793,0,,,
Athilon 7 offset,CDO0000652,POC_20090820,,479068.627639212,514754.154589705,-7.44893839664416,-35685.5269504935,430150.616486241,10119.7746584242,,-6835.2962142402,0,,81319.0596592799,0,,,
CDX6 7-10 7y ECD3450,CDO0000653,POC_20090820,,-16534.5005114069,-22546.1883105398,-36.3584481731726,6011.68779913284,-18643.3359266611,509.941704055272,,-2248.50263762907,0,,-2164.29145030491,0,,,
CDX6 7-10 7y ECD3449,CDO0000654,POC_20090820,,-20759.1176415745,-20963.9900415273,-0.98690321761329,204.872399952827,-22826.2979563239,538.603699069147,,-1297.01137565874,0,,2620.71559138619,0,,,
CDX6 7-10 7y ECD3453,CDO0000655,POC_20090820,,16538.5512873596,22537.8683494719,-36.2747435242264,-5999.31706211232,18626.4994195072,-509.098620004667,,2250.61778521064,0,,2169.84976475872,0,,,
CDX6 7-10 7y ECD8112,CDO0000656,POC_20090820,,20755.0109825269,20958.5965310882,-0.980898293586579,-203.585548561314,22819.8523212149,-538.208650875497,,1296.9617625838,0,,-2620.00890183495,0,,,
GNT LSS 1 - CDX7 30-60,CDO0000657,POC_20090820,,1159523.78072956,997763.252157099,13.3773796294019,161760.52857246,852010.05326152,-49238.3080192188,,276719.821776154,0,,-81728.3148613559,0,,,
GNT LSS 1 - GS,CDO0000658,POC_20090820,,-1152383.98782026,-997761.090019376,12.8663318173255,-154622.897800886,-852432.77387148,49290.449776524,,-276854.357088585,0,,82235.5911641643,0,,,
Nereus 2 BNP,CDO0000659,POC_20090820,,-96830.5218948349,-94897.7127219749,1.99607431111366,-1932.80917286008,-11476.5699393787,11481.0707181703,,-135818.771261899,0,,40916.5577611327,0,,,
Nereus 2 Mav1,CDO0000660,POC_20090820,,60553.3211412821,59277.2796002002,2.10730231972684,1276.04154108188,8137.16728163492,-7026.43595723928,,83429.0011200872,0,,-25262.4528442826,0,,,
Nereus Dresdner,CDO0000661,POC_20090820,,-17242.4745873325,-16987.6917493455,1.47764659125036,-254.782837986928,-2053.1025092793,2057.47014834497,,-24332.0246287994,0,,7339.96524038818,0,,,
Nereus Mav1,CDO0000662,POC_20090820,,55047.2973285234,54068.0200559967,1.77897430037717,979.27727252664,7419.90532955759,-6413.21946189831,,76134.7737379763,0,,-23073.4395496389,0,,,
CDX7 0-3 10y Zero ECD4272,CDO0000671,POC_20090820,,3233.81474917504,2695.29932021973,16.6526369233949,538.515428955313,3278.32295054663,408.224537344786,,45.9814167817047,0,,-1037.22958445339,0,,,
CDX7 0-3 10y Zero ECD4273,CDO0000672,POC_20090820,,4311.75300276958,3593.73239200739,16.6526378088211,718.020610762184,4371.09727131156,544.299345444285,,61.3085557639595,0,,-1382.97278051241,0,,,
CDX7 0-3 10y Zero ECD4280,CDO0000673,POC_20090820,,1741.28484975996,1451.31499645593,16.6526374673282,289.969853304037,1765.25080414001,219.813201024413,,24.7592242050683,0,,-558.508232913562,0,,,
CDX7 0-3 10y Zero ECD8268,CDO0000674,POC_20090820,,-9286.85260170465,-7740.34669843817,16.6526375467896,-1546.50590326648,-9414.67102597947,-1172.3370735874,,-132.049196750733,0,,2978.71059787943,0,,,
Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,CDX0000726,POC_20090820,,-5311.07008584862,-5340.44065230404,-0.553006568933731,29.3705664554172,-6535.49707512352,99.6610435767484,,0,0,,1095.39537924273,0,,,
Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,CDX0000727,POC_20090820,,5311.07008584862,5340.44065230404,-0.553006568933731,-29.3705664554172,6535.49707512352,-99.6610435767484,,0,0,,-1095.39537924273,0,,,
ACA 3,CDO0000639,POC_20090820,,113581.076527778,,,113581.076527778,,,,,,,,,,,
ACA 3 BA,CDO0000640,POC_20090820,,-137464.804722223,,,-137464.804722223,,,,,,,,,,,
