TradeId,ProductDescription,TradeTag_ECD Id,Currency,Today_CurrentNotional,Today_MTM,LastBusinessDate_MTM,LTDPLChange,ResidualPL,EstimatedPL,CorrEffect,Today_Total_CSGammaEffect,Total_CSDeltaEffect,Today_Total_IRDelta,LastBusinessDate_CashflowEffect,Today_CashflowEffect,CashflowEffect
CDO0000639,ACA 3,1823,USD,,,,113581.076527778,113581.076527778,,,,,,,,
CDO0000640,ACA 3 BA,1882,USD,,,,-137464.804722223,-137464.804722223,,,,,,,,
CDO0000646,Athilon 4,2591,USD,-800000000.064,8146770.70015062,8532983.60092926,-386212.900778642,9012.33794057125,-395225.238719213,36349.3787743422,-6145.58382385314,-416816.134338766,-1560.60961114243,0,0,0
CDO0000661,Nereus Dresdner,2602,USD,394013676,-1572360.44682079,-1665266.16701385,92905.7201930543,-732.128348432685,93637.848541487,244.479611269868,2321.97568349834,105472.620712477,317.087218005164,0,0,0
CDX0000726,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,2623,USD,33740000,77021.7511129504,77017.0188949363,-2918.16205230563,21.5912047821616,-2939.7532570878,0,88.8834599125573,-4053.33987522088,2.83971748457698,0,0,0
CDO0000647,Athilon 5,2643,USD,-400000000,3049814.33280582,3231351.53734524,-181537.204539424,3002.36331650658,-184539.56785593,16881.9876024114,-2603.11417969985,-211670.63578675,-614.213230496226,0,0,0
CDO0000659,Nereus 2 BNP,2743,USD,2200000000,-10475223.153625,-10993069.6140414,517846.46041638,-4809.14479641529,522655.605212796,1366.3092064941,12956.9826519488,588768.561880095,2004.30831405967,0,0,0
CDO0000649,Athilon 6,3254,USD,-800000000,12675424.4886858,13316040.5082738,-640616.019587986,27277.4553320775,-667893.474920064,16143.5221163619,-16548.1592852666,-632355.760126958,-2794.01393468529,0,0,0
CDO0000654,CDX6 7-10 7y ECD3449,3449,USD,10000000.012,-1389147.65916213,-1419859.66229403,30712.0031319046,-629.213527851884,31341.2166597565,1716.58953749053,287.103881561587,26319.52826625,246.479455046845,0,0,0
CDO0000653,CDX6 7-10 7y ECD3450,3450,USD,-10000000.012,4336016.09045986,4439260.47552725,-103244.385067396,6827.6122783372,-110071.997345733,-15032.202143411,2776.39187690224,-87017.4857989139,-1425.28808739847,0,0,0
CDO0000655,CDX6 7-10 7y ECD3453,3453,USD,10000000.012,-4320740.60896387,-4424105.03209777,103364.423133899,-6807.84220113096,110172.26533503,15045.7566522586,-2776.31897523574,87091.1255072463,1421.1863226518,0,0,0
CDO0000657,GNT LSS 1 - CDX7 30-60,3815,CAD,-4941750000,102591394.521208,103027478.438438,-436083.917229861,144357.930510906,-580441.847740767,1817396.72909081,-82315.5861781423,-3280937.33146949,-45890.0900135919,0,0,0
CDO0000658,GNT LSS 1 - GS,3816,CAD,4941750000,-96660065.5084218,-97105473.2346093,445407.726187453,-135416.204252161,580823.930439613,-1818268.72461857,82364.6776567677,3282136.84834153,44002.2488101184,0,0,0
CDO0000651,Athilon 7,3930,USD,-799999999.998,32639132.329285,34420218.547795,-1781086.21851001,61906.3746168949,-1842992.59312691,-101072.79068757,-7307.72345309093,-1690864.23446846,-7436.25933515057,0,0,0
CDO0000671,CDX7 0-3 10y Zero ECD4272,4272,USD,-156000.004144001,-14968.7998897746,-16848.0601085448,1879.26021877016,206.583702319609,1672.67651645055,277.305720204124,444.50428734771,1822.33814846777,3.59604625386419,0,0,0
CDO0000672,CDX7 0-3 10y Zero ECD4273,4273,USD,-208000.005712001,-19958.3998709442,-22464.0801648865,2505.68029394228,275.444898041466,2230.23539590081,369.740960603989,592.672422287664,2429.78420014409,4.79472834278713,0,0,0
CDO0000673,CDX7 0-3 10y Zero ECD4280,4280,USD,-84000.0014990773,-8060.12294730319,-9072.03228704999,1011.90933974681,111.237364354291,900.671975392519,149.318463423548,239.348473181705,981.258994464306,1.93633258135087,0,0,0
CDX0000727,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,8111,USD,-33740000,-77021.7511129504,-77017.0188949363,2918.16205230563,-21.5912047821616,2939.7532570878,0,-88.8834599125573,4053.33987522088,-2.83971748457698,0,0,0
CDO0000656,CDX6 7-10 7y ECD8112,8112,USD,-10000000.012,1392700.24516268,1423407.76626805,-30707.5211053726,630.937017265354,-31338.4581226379,-1716.44658394565,-286.821285973493,-26317.8892249176,-246.999362001498,0,0,0
CDO0000652,Athilon 7 offset,8117,USD,799999999.998,-31534281.1718915,-33316988.0049281,1782706.83303652,-61238.3715358567,1843945.20457238,101154.565680274,7313.44197462422,1691676.35619075,7243.52384246774,0,0,0
CDO0000674,CDX7 0-3 10y Zero ECD8268,8268,USD,448000.011355079,42987.322708022,48384.1725604812,-5396.84985245927,-593.265969297871,-4803.5838831614,-796.365144231665,-1276.52517824791,-5233.38134306282,-10.3271071780007,0,0,0
CDO0000662,Nereus Mav1,8269,USD,-1239557306.4,5627024.67046789,5921717.36486263,-294692.694394738,1781.94383256137,-296474.6382273,-2744.55498117222,-6712.09260321917,-333029.677442585,-1091.37140343739,0,0,0
CDO0000660,Nereus 2 Mav1,8271,USD,-1358576368.8,6840547.34248554,7163178.31139248,-322630.968906941,2239.42876092577,-324870.397667867,-3008.12185510584,-7353.41711279865,-364948.69618547,-1288.99088219376,0,0,0
