MARKIT Ticker,Currency,Sen/Sub,Doc Clause,RED Code,IsDefaulted,Defaulted Recovery Rate,Phoenix Reference Entity ID,Name,Country,Moodys,S&P,Moodys Industries,S&P Industries,CreditIndex,Series,Version (hardcoded),Credit Index Mapping,Recovery,Quote Date,Yr 1,Yr 2,Yr 3,Yr 4,Yr 5,Yr 6,Yr 7,Yr 8,Yr 9,Yr 10
NULL,USD,Senior,NULL,008HA7,False,,10025,AGRIUM INC.,CA,Baa2,BBB,Farming and Agriculture,Farming / Agriculture,,,,s9.DJ CDX.NA.IG,0.392500000,19/10/2010,52.900000000000000,75.200000000000000,89.400000000000000,111.483939114277000,133.200000000000000,139.346963426511000,145.100000000000000,150.458485636990000,155.424850979721000,160.000000000000000,
AKZO,EUR,Senior,NULL,0B11AI,False,,10035,AKZO Nobel N.V.,NL,A3,A-,Chemicals_ Plastics and Rubber,Chemicals & Plastics,,,,s9.iTraxx Europe,0.400000000,19/10/2010,31.300000000000000,41.400000000000000,51.200000000000000,61.700000000000000,71.100000000000000,74.484631776679400,76.900000000000000,79.157691281137200,80.644185738176300,81.400000000000000,
NULL,USD,Senior,Excluded,6A59CJ,False,,10040,New Albertson's_ Inc.,US,B1,BBB-   *-,Grocery,Food / Drug retailers,,,,s9.DJ CDX.NA.IG,0.395238095,19/10/2010,373.800000000000000,439.700000000000000,483.400000000000000,536.527152014435000,591.000000000000000,599.174472464607000,605.300000000000000,612.202271681775000,617.348754146408000,620.800000000000000,
NULL,USD,Senior,NULL,7DD92F,False,,10041,Rio Tinto Alcan_ Inc,CA,A3,BBB+   *+,Mining_ Steel_ Iron and Non-Precious Metals,Nonferrous Metals / Minerals,,,,s9.DJ CDX.NA.IG,0.392857143,19/10/2010,11.380000000000000,18.725000000000000,22.485000000000000,29.060000000000000,37.020000000000000,39.293905725723200,41.150000000000000,42.820499924319800,44.138424448447300,45.120000000000000,
NULL,USD,Senior,Excluded,7DD92F,False,,10041,Rio Tinto Alcan_ Inc,CA,A3,BBB+   *+,Mining_ Steel_ Iron and Non-Precious Metals,Nonferrous Metals / Minerals,,,,s9.DJ CDX.NA.IG,0.392857143,19/10/2010,11.380000000000000,18.725000000000000,22.485000000000000,29.060000000000000,37.020000000000000,39.293905725723200,41.150000000000000,42.820499924319800,44.138424448447300,45.120000000000000,
AA,USD,Senior,NULL,014B98,False,,10043,Alcoa Inc.,US,Baa1,BBB+,Mining_ Steel_ Iron and Non-Precious Metals,Steel,,,,s9.DJ CDX.NA.IG,0.400000000,19/10/2010,107.100000000000000,159.900000000000000,202.100000000000000,243.300000000000000,283.900000000000000,292.910789080054000,301.600000000000000,307.915506517105000,313.816026108692000,319.300000000000000,
AA,USD,Senior,Excluded,014B98,False,,10043,Alcoa Inc.,US,Baa1,BBB+,Mining_ Steel_ Iron and Non-Precious Metals,Steel,,,,s9.DJ CDX.NA.IG,0.400000000,19/10/2010,107.100000000000000,159.900000000000000,202.100000000000000,243.300000000000000,283.900000000000000,292.910789080054000,301.600000000000000,307.915506517105000,313.816026108692000,319.300000000000000,
ALTEL,USD,Senior,NULL,0C204K,False,,10057,ALLTEL Corporation,US,Caa1   *+,B+     *+,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.DJ CDX.NA.IG,0.400000000,19/10/2010,6.100000000000000,10.600000000000000,14.300000000000000,18.700000000000000,22.700000000000000,25.738523205961000,28.800000000000000,31.337202709357300,33.805463207368800,36.200000000000000,
ALTEL,USD,Senior,Excluded,0C204K,False,,10057,ALLTEL Corporation,US,Caa1   *+,B+     *+,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.DJ CDX.NA.IG,0.400000000,19/10/2010,6.100000000000000,10.600000000000000,14.300000000000000,18.700000000000000,22.700000000000000,25.738523205961000,28.800000000000000,31.337202709357300,33.805463207368800,36.200000000000000,
HESS,USD,Senior,NULL,46A89Q,False,,10061,Hess Corporation,US,Baa2,BBB-,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.400000000,19/10/2010,39.300000000000000,52.500000000000000,64.500000000000000,76.500000000000000,88.900000000000000,92.862431275244000,95.700000000000000,98.708119878067800,100.860064561590000,102.200000000000000,
AEP,USD,Senior,NULL,027A8A,False,,10066,AMERICAN ELECTRIC POWER COMPANY_ INC.,US,Baa2,BBB,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.400000000,19/10/2010,16.800000000000000,27.600000000000000,38.300000000000000,49.400000000000000,59.900000000000000,64.463001015525500,68.500000000000000,71.870271784789000,74.730252653119500,77.100000000000000,
AEP,USD,Senior,Excluded,027A8A,False,,10066,AMERICAN ELECTRIC POWER COMPANY_ INC.,US,Baa2,BBB,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.400000000,19/10/2010,16.800000000000000,27.600000000000000,38.300000000000000,49.400000000000000,59.900000000000000,64.463001015525500,68.500000000000000,71.870271784789000,74.730252653119500,77.100000000000000,
NULL,USD,Senior,NULL,9HB326,False,,10067,Wyeth LLC,US,A3,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.395200000,19/10/2010,7.400000000000000,10.700000000000000,13.100000000000000,16.282544033847600,19.700000000000000,21.325869560640300,22.800000000000000,23.784879592363800,24.582115924084800,25.200000000000000,
NULL,USD,Senior,Excluded,9HB326,False,,10067,Wyeth LLC,US,A3,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.395200000,19/10/2010,7.400000000000000,10.700000000000000,13.100000000000000,16.282544033847600,19.700000000000000,21.325869560640300,22.800000000000000,23.784879592363800,24.582115924084800,25.200000000000000,
AMGN,USD,Senior,NULL,0D4278,False,,10080,Amgen Inc.,US,A3,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.400000000,19/10/2010,25.400000000000000,31.100000000000000,38.200000000000000,46.000000000000000,54.700000000000000,58.058768912901700,60.800000000000000,64.136795929354100,67.065553046901600,69.600000000000000,
