MARKIT Ticker,Currency,Sen/Sub,Doc Clause,RED Code,IsDefaulted,Defaulted Recovery Rate,Phoenix Reference Entity ID,Name,Country,Moodys,S&P,Moodys Industries,S&P Industries,CreditIndex,Series,Version (hardcoded),Credit Index Mapping,Recovery,Quote Date,Yr 1,Yr 2,Yr 3,Yr 4,Yr 5,Yr 6,Yr 7,Yr 8,Yr 9,Yr 10
NULL,USD,Senior,NULL,008HA7,False,,10025,AGRIUM INC.,CA,Baa2,BBB,Farming and Agriculture,Farming / Agriculture,,,,s9.DJ CDX.NA.IG,0.392500000,28/10/2010,54.400000000000000,71.400000000000000,89.500000000000000,109.140837360836000,128.500000000000000,134.501077948627000,140.200000000000000,145.367371025205000,150.233823202838000,154.800000000000000,
AKZO,EUR,Senior,NULL,0B11AI,False,,10035,AKZO Nobel N.V.,NL,A3,A-,Chemicals_ Plastics and Rubber,Chemicals & Plastics,,,,s9.iTraxx Europe,0.400000000,28/10/2010,30.800000000000000,41.400000000000000,50.600000000000000,61.000000000000000,71.200000000000000,74.874431189831100,77.900000000000000,80.378851709810900,82.270352114191100,83.600000000000000,
NULL,USD,Senior,Excluded,6A59CJ,False,,10040,New Albertson's_ Inc.,US,B1,BBB-   *-,Grocery,Food / Drug retailers,,,,s9.DJ CDX.NA.IG,0.395238095,28/10/2010,368.130000000000000,445.590000000000000,487.040000000000000,553.430000000000000,599.510000000000000,608.952919500311000,616.560000000000000,622.791976685469000,627.329140666210000,630.230000000000000,
NULL,USD,Senior,NULL,7DD92F,False,,10041,Rio Tinto Alcan_ Inc,CA,A3,BBB+   *+,Mining_ Steel_ Iron and Non-Precious Metals,Nonferrous Metals / Minerals,,,,s9.DJ CDX.NA.IG,0.392857143,28/10/2010,9.400000000000000,15.600000000000000,19.400000000000000,26.557717051507100,34.600000000000000,37.010215493249700,39.200000000000000,40.934349562854900,42.431569471722300,43.700000000000000,
NULL,USD,Senior,Excluded,7DD92F,False,,10041,Rio Tinto Alcan_ Inc,CA,A3,BBB+   *+,Mining_ Steel_ Iron and Non-Precious Metals,Nonferrous Metals / Minerals,,,,s9.DJ CDX.NA.IG,0.392857143,28/10/2010,9.400000000000000,15.600000000000000,19.400000000000000,26.557717051507100,34.600000000000000,37.010215493249700,39.200000000000000,40.934349562854900,42.431569471722300,43.700000000000000,
AA,USD,Senior,NULL,014B98,False,,10043,Alcoa Inc.,US,Baa1,BBB+,Mining_ Steel_ Iron and Non-Precious Metals,Steel,,,,s9.DJ CDX.NA.IG,0.400000000,28/10/2010,97.500000000000000,153.300000000000000,199.200000000000000,238.700000000000000,280.100000000000000,288.744522797872000,297.200000000000000,303.183175106238000,308.883792983449000,314.300000000000000,
AA,USD,Senior,Excluded,014B98,False,,10043,Alcoa Inc.,US,Baa1,BBB+,Mining_ Steel_ Iron and Non-Precious Metals,Steel,,,,s9.DJ CDX.NA.IG,0.400000000,28/10/2010,97.500000000000000,153.300000000000000,199.200000000000000,238.700000000000000,280.100000000000000,288.744522797872000,297.200000000000000,303.183175106238000,308.883792983449000,314.300000000000000,
ALTEL,USD,Senior,NULL,0C204K,False,,10057,ALLTEL Corporation,US,Caa1   *+,B+     *+,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.DJ CDX.NA.IG,0.400000000,28/10/2010,5.300000000000000,9.100000000000000,13.300000000000000,17.500000000000000,21.600000000000000,25.069555557912400,28.700000000000000,30.836869527573400,32.904166244104800,34.900000000000000,
ALTEL,USD,Senior,Excluded,0C204K,False,,10057,ALLTEL Corporation,US,Caa1   *+,B+     *+,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.DJ CDX.NA.IG,0.400000000,28/10/2010,5.300000000000000,9.100000000000000,13.300000000000000,17.500000000000000,21.600000000000000,25.069555557912400,28.700000000000000,30.836869527573400,32.904166244104800,34.900000000000000,
HESS,USD,Senior,NULL,46A89Q,False,,10061,Hess Corporation,US,Baa2,BBB-,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.400000000,28/10/2010,31.300000000000000,46.800000000000000,60.300000000000000,72.500000000000000,83.400000000000000,87.988861061169500,91.800000000000000,94.776891412093900,97.032136508721200,98.600000000000000,
AEP,USD,Senior,NULL,027A8A,False,,10066,AMERICAN ELECTRIC POWER COMPANY_ INC.,US,Baa2,BBB,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.400000000,28/10/2010,17.900000000000000,28.500000000000000,39.400000000000000,50.400000000000000,60.800000000000000,65.321903241561200,69.500000000000000,72.790311030116600,75.686044139226600,78.200000000000000,
AEP,USD,Senior,Excluded,027A8A,False,,10066,AMERICAN ELECTRIC POWER COMPANY_ INC.,US,Baa2,BBB,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.400000000,28/10/2010,17.900000000000000,28.500000000000000,39.400000000000000,50.400000000000000,60.800000000000000,65.321903241561200,69.500000000000000,72.790311030116600,75.686044139226600,78.200000000000000,
NULL,USD,Senior,NULL,9HB326,False,,10067,Wyeth LLC,US,A3,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.395200000,28/10/2010,6.990000000000000,9.100000000000000,12.830000000000000,16.320000000000000,20.070000000000000,21.640810051802600,23.110000000000000,24.271861629546400,25.310651154927800,26.230000000000000,
NULL,USD,Senior,Excluded,9HB326,False,,10067,Wyeth LLC,US,A3,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.395200000,28/10/2010,6.990000000000000,9.100000000000000,12.830000000000000,16.320000000000000,20.070000000000000,21.640810051802600,23.110000000000000,24.271861629546400,25.310651154927800,26.230000000000000,
AMGN,USD,Senior,NULL,0D4278,False,,10080,Amgen Inc.,US,A3,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.390000000,28/10/2010,24.200000000000000,32.000000000000000,37.500000000000000,45.300000000000000,53.900000000000000,57.205787843542800,60.100000000000000,63.117398717156800,65.814238006601900,68.200000000000000,
AMGN,USD,Senior,Excluded,0D4278,False,,10080,Amgen Inc.,US,A3,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.390000000,28/10/2010,24.200000000000000,32.000000000000000,37.500000000000000,45.300000000000000,53.900000000000000,57.205787843542800,60.100000000000000,63.117398717156800,65.814238006601900,68.200000000000000,
NULL,USD,Senior,NULL,0A3576,False,,10087,Anadarko Petroleum Corporation,US,Baa3,BBB-,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.394347826,28/10/2010,66.200000000000000,96.000000000000000,130.500000000000000,161.203319145904000,193.000000000000000,199.602563526434000,206.100000000000000,210.520885441200000,214.754919537795000,218.800000000000000,
NULL,USD,Senior,Excluded,0A3576,False,,10087,Anadarko Petroleum Corporation,US,Baa3,BBB-,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.394347826,28/10/2010,66.200000000000000,96.000000000000000,130.500000000000000,161.203319145904000,193.000000000000000,199.602563526434000,206.100000000000000,210.520885441200000,214.754919537795000,218.800000000000000,
T,USD,Senior,NULL,001AEC,False,,10118,AT&T Corp.,US,A2,A,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.DJ CDX.NA.IG,0.390000000,28/10/2010,15.900000000000000,23.400000000000000,31.000000000000000,37.200000000000000,42.900000000000000,47.420294956505000,51.900000000000000,54.477402318522900,56.774585841780900,58.800000000000000,
BAPLC,EUR,Senior,NULL,05A75U,False,,10136,BAE SYSTEMS PLC,GB,Baa2,BBB+,Aerospace and Defence,Aerospace & Defence,,,,s9.iTraxx Europe,0.400000000,28/10/2010,26.100000000000000,42.400000000000000,59.500000000000000,77.600000000000000,94.400000000000000,98.241895364508900,101.000000000000000,103.831449280967000,105.817239954272000,107.000000000000000,
BACORP,USD,Senior,NULL,0G655D,False,,10142,Bank of America Corporation,US,Aa2,AA,Banking,Financial Intermediaries,,,,s9.DJ CDX.NA.IG,0.413330000,28/10/2010,100.800000000000000,127.600000000000000,145.100000000000000,166.400000000000000,182.000000000000000,183.019254007665000,183.700000000000000,184.293366809681000,184.558522172771000,184.500000000000000,
BACORP,USD,Senior,Excluded,0G655D,False,,10142,Bank of America Corporation,US,Aa2,AA,Banking,Financial Intermediaries,,,,s9.DJ CDX.NA.IG,0.413330000,28/10/2010,100.800000000000000,127.600000000000000,145.100000000000000,166.400000000000000,182.000000000000000,183.019254007665000,183.700000000000000,184.293366809681000,184.558522172771000,184.500000000000000,
NULL,USD,Senior,NULL,06DG91,False,,10145,BARRICK GOLD CORPORATION,CA,Baa1,A-,Diversified Natural resources_ Precious Metals and Minerals,Nonferrous Metals / Minerals,,,,s9.DJ CDX.NA.IG,0.395000000,28/10/2010,27.295698446656400,31.800000000000000,42.400000000000000,54.213074041467300,67.200000000000000,72.562317605147000,77.600000000000000,82.224632247780000,86.522791049230000,90.500000000000000,
BOL,USD,Senior,NULL,0H8877,False,,10149,Bausch & Lomb Incorporated,US,Caa1,B+,Healthcare_ Education and Childcare,Health Care,,,,s9.DJ CDX.NA.IG,0.391670000,28/10/2010,85.000000000000000,124.000000000000000,166.900000000000000,232.300000000000000,278.700000000000000,290.727418423158000,302.700000000000000,307.303472637085000,311.569275095012000,315.500000000000000,
BAX,USD,Senior,NULL,0H8994,False,,10150,Baxter International Inc.,US,A3,A+,Healthcare_ Education and Childcare,Industrial Equipment,,,,s9.DJ CDX.NA.IG,0.390000000,28/10/2010,13.100000000000000,18.900000000000000,23.600000000000000,28.500000000000000,34.200000000000000,36.281772519025800,38.100000000000000,39.912899708178400,41.510588709498400,42.900000000000000,
BAX,USD,Senior,Excluded,0H8994,False,,10150,Baxter International Inc.,US,A3,A+,Healthcare_ Education and Childcare,Industrial Equipment,,,,s9.DJ CDX.NA.IG,0.390000000,28/10/2010,13.100000000000000,18.900000000000000,23.600000000000000,28.500000000000000,34.200000000000000,36.281772519025800,38.100000000000000,39.912899708178400,41.510588709498400,42.900000000000000,
BYIF,EUR,Senior,NULL,0H99A3,False,,10151,Bayer Aktiengesellschaft,DE,A3,A-,Chemicals_ Plastics and Rubber,Chemicals & Plastics,,,,s9.iTraxx Europe,0.400000000,28/10/2010,26.000000000000000,36.200000000000000,46.600000000000000,55.500000000000000,63.800000000000000,67.137311357884800,69.900000000000000,72.507890095919400,74.634775944568500,76.300000000000000,
BMW,EUR,Senior,NULL,0H99B7,False,,10152,Bayerische Motoren Werke Aktiengesellschaft,DE,A1,A+,Automobile,Automotive,,,,s9.iTraxx Europe,0.395450000,28/10/2010,31.300000000000000,46.500000000000000,60.100000000000000,73.100000000000000,84.800000000000000,89.679328897826400,93.800000000000000,97.456382502234600,100.446987805387000,102.800000000000000,
