MARKIT Ticker,Currency,Sen/Sub,Doc Clause,RED Code,IsDefaulted,Defaulted Recovery Rate,Phoenix Reference Entity ID,Name,Country,Moodys,S&P,Moodys Industries,S&P Industries,CreditIndex,Series,Version (hardcoded),Credit Index Mapping,Recovery,Quote Date,Yr 1,Yr 2,Yr 3,Yr 4,Yr 5,Yr 6,Yr 7,Yr 8,Yr 9,Yr 10
NULL,USD,Senior,NULL,0A3576,False,,10087,Anadarko Petroleum Corporation,US,Baa3,BBB-,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.394347826,20/10/2010,87.200000000000000,119.000000000000000,150.900000000000000,180.721953271877000,212.200000000000000,221.490445275272000,230.400000000000000,235.684138748165000,240.379596082680000,244.500000000000000,
NULL,USD,Senior,Excluded,0A3576,False,,10087,Anadarko Petroleum Corporation,US,Baa3,BBB-,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.394347826,20/10/2010,87.200000000000000,119.000000000000000,150.900000000000000,180.721953271877000,212.200000000000000,221.490445275272000,230.400000000000000,235.684138748165000,240.379596082680000,244.500000000000000,
T,USD,Senior,NULL,001AEC,False,,10118,AT&T Corp.,US,A2,A,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.DJ CDX.NA.IG,0.391670000,20/10/2010,14.100000000000000,19.700000000000000,26.700000000000000,33.600000000000000,38.800000000000000,41.925095264925300,44.800000000000000,46.990461477570600,48.886962188289200,50.500000000000000,
BAPLC,EUR,Senior,NULL,05A75U,False,,10136,BAE SYSTEMS PLC,GB,Baa2,BBB+,Aerospace and Defence,Aerospace & Defence,,,,s9.iTraxx Europe,0.400000000,20/10/2010,28.700000000000000,44.200000000000000,61.600000000000000,81.700000000000000,99.100000000000000,103.028539397586000,105.700000000000000,108.752938684308000,110.870274564291000,112.100000000000000,
BACORP,USD,Senior,NULL,0G655D,False,,10142,Bank of America Corporation,US,Aa2,AA,Banking,Financial Intermediaries,,,,s9.DJ CDX.NA.IG,0.416300000,20/10/2010,121.000000000000000,149.800000000000000,167.800000000000000,188.500000000000000,204.400000000000000,205.426568453229000,206.000000000000000,206.890378928671000,207.353679189281000,207.400000000000000,
BACORP,USD,Senior,Excluded,0G655D,False,,10142,Bank of America Corporation,US,Aa2,AA,Banking,Financial Intermediaries,,,,s9.DJ CDX.NA.IG,0.416300000,20/10/2010,121.000000000000000,149.800000000000000,167.800000000000000,188.500000000000000,204.400000000000000,205.426568453229000,206.000000000000000,206.890378928671000,207.353679189281000,207.400000000000000,
NULL,USD,Senior,NULL,06DG91,False,,10145,BARRICK GOLD CORPORATION,CA,Baa1,A-,Diversified Natural resources_ Precious Metals and Minerals,Nonferrous Metals / Minerals,,,,s9.DJ CDX.NA.IG,0.395000000,20/10/2010,18.500000000000000,32.500000000000000,42.400000000000000,54.899109118217000,68.700000000000000,72.835035822230700,76.300000000000000,81.037671713481700,85.401877204491600,89.400000000000000,
BOL,USD,Senior,NULL,0H8877,False,,10149,Bausch & Lomb Incorporated,US,Caa1,B+,Healthcare_ Education and Childcare,Health Care,,,,s9.DJ CDX.NA.IG,0.391670000,20/10/2010,109.500000000000000,162.800000000000000,206.300000000000000,265.700000000000000,313.100000000000000,324.287628678652000,335.200000000000000,340.979682564210000,346.278637909254000,351.100000000000000,
BAX,USD,Senior,NULL,0H8994,False,,10150,Baxter International Inc.,US,A3,A+,Healthcare_ Education and Childcare,Industrial Equipment,,,,s9.DJ CDX.NA.IG,0.390000000,20/10/2010,13.400000000000000,18.700000000000000,23.400000000000000,28.300000000000000,34.000000000000000,36.156847174136000,38.000000000000000,39.936704538552100,41.634009884784800,43.100000000000000,
BAX,USD,Senior,Excluded,0H8994,False,,10150,Baxter International Inc.,US,A3,A+,Healthcare_ Education and Childcare,Industrial Equipment,,,,s9.DJ CDX.NA.IG,0.390000000,20/10/2010,13.400000000000000,18.700000000000000,23.400000000000000,28.300000000000000,34.000000000000000,36.156847174136000,38.000000000000000,39.936704538552100,41.634009884784800,43.100000000000000,
BYIF,EUR,Senior,NULL,0H99A3,False,,10151,Bayer Aktiengesellschaft,DE,A3,A-,Chemicals_ Plastics and Rubber,Chemicals & Plastics,,,,s9.iTraxx Europe,0.400000000,20/10/2010,27.400000000000000,36.800000000000000,46.400000000000000,55.300000000000000,63.000000000000000,66.251150066351100,68.800000000000000,71.257406257092400,73.148883030716600,74.500000000000000,
BMW,EUR,Senior,NULL,0H99B7,False,,10152,Bayerische Motoren Werke Aktiengesellschaft,DE,A1,A+,Automobile,Automotive,,,,s9.iTraxx Europe,0.400000000,20/10/2010,33.100000000000000,47.900000000000000,61.200000000000000,72.800000000000000,82.800000000000000,87.142288555185000,90.600000000000000,93.847970451807000,96.370007479314100,98.200000000000000,
JPM-BSCL,USD,Senior,NULL,07ABF3,False,,10156,The Bear Stearns Companies LLC,US,N.A.,N.A.,Finance,Brokers_ Dealers & Investment Houses,,,,s9.DJ CDX.NA.IG,0.400000000,20/10/2010,43.500000000000000,54.400000000000000,65.900000000000000,78.900000000000000,90.700000000000000,91.958019607108700,91.700000000000000,92.870188241837200,93.050651104838500,92.300000000000000,
VRZN,USD,Senior,NULL,9B579L,False,,10164,Verizon Communications Inc.,US,A3     *-,A,Telecommunications,Telecommunications - Wireline  ,,,,s9.DJ CDX.NA.IG,0.404860000,20/10/2010,19.900000000000000,33.800000000000000,48.200000000000000,61.700000000000000,73.100000000000000,80.558167505765300,87.800000000000000,92.843705338489900,97.406122339638000,101.500000000000000,
VRZN,USD,Senior,Excluded,9B579L,False,,10164,Verizon Communications Inc.,US,A3     *-,A,Telecommunications,Telecommunications - Wireline  ,,,,s9.DJ CDX.NA.IG,0.404860000,20/10/2010,19.900000000000000,33.800000000000000,48.200000000000000,61.700000000000000,73.100000000000000,80.558167505765300,87.800000000000000,92.843705338489900,97.406122339638000,101.500000000000000,
BILLO,USD,Senior,NULL,0I85AL,False,,10170,Belo Corp.,US,Ba1,BB,Printing and Publishing,Leisure goods / Activities / Movies,,,,s9.DJ CDX.NA.IG,0.398890000,20/10/2010,105.700000000000000,176.000000000000000,239.700000000000000,292.600000000000000,338.600000000000000,345.999379045710000,352.900000000000000,357.876546738158000,362.307312879042000,366.200000000000000,
BDK,USD,Senior,NULL,09A8GG,False,,10183,The Black & Decker Corporation,US,Baa2,BBB,Home and Office Furnishing_ Housewares_ and Durable Consumer Products,Industrial Equipment,,,,s9.DJ CDX.NA.IG,0.388330000,20/10/2010,14.300000000000000,20.200000000000000,27.000000000000000,33.100000000000000,38.600000000000000,41.075858861064600,43.200000000000000,45.550787743756600,47.648242196944100,49.500000000000000,
BWA,USD,Senior,NULL,09IG96,False,,10195,BorgWarner Inc.,US,Baa1,A-,Automobile,Automotive,,,,s9.DJ CDX.NA.IG,0.388000000,20/10/2010,46.000000000000000,59.900000000000000,76.400000000000000,97.200000000000000,117.900000000000000,123.634668111969000,129.200000000000000,132.978846196411000,136.477791736329000,139.700000000000000,
BSX,USD,Senior,NULL,1B124A,False,,10196,Boston Scientific Corporation,US,Ba2,BB+,Healthcare_ Education and Childcare,Health Care,,,,s9.DJ CDX.NA.IG,0.400000000,20/10/2010,78.000000000000000,102.100000000000000,121.800000000000000,136.500000000000000,155.500000000000000,160.578013107544000,165.300000000000000,170.119452122432000,174.585714465365000,178.700000000000000,
BOUY,EUR,Senior,NULL,FG25BN,False,,10197,BOUYGUES,FR,N.A.,A-,Buildings and Real Estate,Conglomerates,,,,s9.iTraxx Europe,0.400000000,20/10/2010,31.400000000000000,48.800000000000000,64.200000000000000,75.300000000000000,85.000000000000000,88.851437337404500,91.700000000000000,94.601629737071100,96.722053052325800,98.100000000000000,
NULL,USD,Senior,NULL,1C1134,False,,10204,Bristol-Myers Squibb Company,US,A2,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.395833333,20/10/2010,17.565000000000000,20.605000000000000,26.320000000000000,31.310000000000000,36.840000000000000,39.898837670679800,42.735000000000000,45.059834720424200,47.133980984171200,48.965000000000000,
NULL,USD,Senior,Excluded,1C1134,False,,10204,Bristol-Myers Squibb Company,US,A2,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.395833333,20/10/2010,17.565000000000000,20.605000000000000,26.320000000000000,31.310000000000000,36.840000000000000,39.898837670679800,42.735000000000000,45.059834720424200,47.133980984171200,48.965000000000000,
BATSLN,EUR,Senior,NULL,1C148C,False,,10206,BRITISH AMERICAN TOBACCO p.l.c.,GB,Baa1,BBB+,Beverage_ Food and Tobacco,Beverage & Tobacco,,,,s9.iTraxx Europe,0.400000000,20/10/2010,24.900000000000000,34.700000000000000,43.000000000000000,52.000000000000000,60.300000000000000,63.295541876078500,65.600000000000000,68.140562009703300,70.166454517159600,71.700000000000000,
BSY,EUR,Senior,NULL,1C2114,False,,10210,BRITISH SKY BROADCASTING GROUP PLC,GB,Baa2,BBB,Broadcasting and Entertainment,Cable & Satellite Television,,,,s9.iTraxx Europe,0.380000000,20/10/2010,32.400000000000000,47.300000000000000,60.500000000000000,71.900000000000000,83.800000000000000,87.687302988466400,90.600000000000000,94.265904605829000,97.256207949397200,99.600000000000000,
BRITEL-BritTel,EUR,Senior,NULL,GH6DA2,False,,10211,BRITISH TELECOMMUNICATIONS public limited company,GB,Baa1,BBB+,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.iTraxx Europe,0.400000000,20/10/2010,33.500000000000000,66.400000000000000,91.800000000000000,108.900000000000000,123.800000000000000,128.777449784418000,133.500000000000000,137.231782415386000,140.663709875389000,143.800000000000000,
BHP,USD,Senior,NULL,08GE66,False,,10213,BHP BILLITON LIMITED,AU,A1,A+,Mining_ Steel_ Iron and Non-Precious Metals,Nonferrous Metals / Minerals,,,,s9.DJ CDX.NA.IG,0.393250000,20/10/2010,62.100000000000000,71.400000000000000,78.500000000000000,83.400000000000000,87.900000000000000,92.889815788195000,97.000000000000000,101.242565883021000,104.800066925682000,107.700000000000000,
BRK-BRLF,USD,Senior,NULL,1D39H2,False,,10220,Burlington Northern Santa Fe_ LLC,US,Baa1,BBB,Cargo Transport,Rail Industries,,,,s9.DJ CDX.NA.IG,0.400000000,20/10/2010,13.200000000000000,19.100000000000000,24.500000000000000,31.500000000000000,38.700000000000000,42.471622435270900,46.100000000000000,48.512730668752200,50.643014531762400,52.500000000000000,
BRK-BRLF,USD,Senior,Excluded,1D39H2,False,,10220,Burlington Northern Santa Fe_ LLC,US,Baa1,BBB,Cargo Transport,Rail Industries,,,,s9.DJ CDX.NA.IG,0.400000000,20/10/2010,13.200000000000000,19.100000000000000,24.500000000000000,31.500000000000000,38.700000000000000,42.471622435270900,46.100000000000000,48.512730668752200,50.643014531762400,52.500000000000000,
BR,USD,Senior,NULL,1D4215,False,,10221,Burlington Resources Inc.,US,A2,BBB-,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.400000000,20/10/2010,11.900000000000000,18.000000000000000,24.100000000000000,30.800000000000000,39.400000000000000,42.992963909229600,46.400000000000000,49.083251355727300,51.514400639517700,53.700000000000000,
NULL,USD,Senior,NULL,7B7589,False,,10225,Progress Energy_ Inc.,US,Baa2,BBB+,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.393809524,20/10/2010,18.900000000000000,27.200000000000000,36.700000000000000,48.121459485809100,60.800000000000000,64.909937690728500,68.500000000000000,72.349363028443900,75.812416639027800,78.900000000000000,
NULL,USD,Senior,Excluded,7B7589,False,,10225,Progress Energy_ Inc.,US,Baa2,BBB+,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.393809524,20/10/2010,18.900000000000000,27.200000000000000,36.700000000000000,48.121459485809100,60.800000000000000,64.909937690728500,68.500000000000000,72.349363028443900,75.812416639027800,78.900000000000000,
CPB,USD,Senior,NULL,1E786B,False,,10240,Campbell Soup Company,US,A2,A,Beverage_ Food and Tobacco,Food Products,,,,s9.DJ CDX.NA.IG,0.400000000,20/10/2010,14.500000000000000,20.700000000000000,27.200000000000000,33.400000000000000,39.700000000000000,42.879467983197800,45.800000000000000,48.268768053948400,50.465987653948700,52.400000000000000,
CPB,USD,Senior,Excluded,1E786B,False,,10240,Campbell Soup Company,US,A2,A,Beverage_ Food and Tobacco,Food Products,,,,s9.DJ CDX.NA.IG,0.400000000,20/10/2010,14.500000000000000,20.700000000000000,27.200000000000000,33.400000000000000,39.700000000000000,42.879467983197800,45.800000000000000,48.268768053948400,50.465987653948700,52.400000000000000,
ITV-Carlton,EUR,Senior,NULL,GHA96M,False,,10247,CARLTON COMMUNICATIONS LIMITED,GB,N.A.,N.A.,Broadcasting and Entertainment,Radio & Television,,,,s9.iTraxx Europe,0.400000000,20/10/2010,49.000000000000000,78.000000000000000,112.300000000000000,130.000000000000000,147.800000000000000,153.126991575410000,158.100000000000000,162.417208636573000,166.383344366263000,170.000000000000000,
NULL,USD,Senior,NULL,1F79BD,False,,10248,CARNIVAL CORPORATION,US,A3,A-,Leisure_ Amusement and Entertainment,Lodging & Casinos,,,,s9.DJ CDX.NA.IG,0.400000000,20/10/2010,33.700000000000000,51.800000000000000,72.000000000000000,89.241494299830100,107.800000000000000,114.633557720957000,120.500000000000000,126.250351220805000,131.207468731017000,135.400000000000000,
NULL,USD,Senior,Excluded,1F79BD,False,,10248,CARNIVAL CORPORATION,US,A3,A-,Leisure_ Amusement and Entertainment,Lodging & Casinos,,,,s9.DJ CDX.NA.IG,0.400000000,20/10/2010,33.700000000000000,51.800000000000000,72.000000000000000,89.241494299830100,107.800000000000000,114.633557720957000,120.500000000000000,126.250351220805000,131.207468731017000,135.400000000000000,
CARR,EUR,Senior,NULL,FG4CAM,False,,10250,CARREFOUR,FR,A2,A,Grocery,Food / Drug retailers,,,,s9.iTraxx Europe,0.400000000,20/10/2010,32.700000000000000,45.000000000000000,57.100000000000000,67.800000000000000,77.500000000000000,81.239384160155000,84.100000000000000,87.188162550442500,89.611290248026500,91.400000000000000,
NULL,USD,Senior,NULL,15DA35,False,,10253,Caterpillar Inc.,US,A2,A,Machinery (Non-Agriculture_ Non-construction_ Non-electronic),Industrial Equipment,,,,s9.DJ CDX.NA.IG,0.393181818,20/10/2010,41.700000000000000,52.000000000000000,61.600000000000000,72.355255436209500,83.400000000000000,87.515671490517500,90.700000000000000,94.187870746585600,96.977466473018500,99.100000000000000,
NULL,USD,Senior,Excluded,15DA35,False,,10253,Caterpillar Inc.,US,A2,A,Machinery (Non-Agriculture_ Non-construction_ Non-electronic),Industrial Equipment,,,,s9.DJ CDX.NA.IG,0.393181818,20/10/2010,41.700000000000000,52.000000000000000,61.600000000000000,72.355255436209500,83.400000000000000,87.515671490517500,90.700000000000000,94.187870746585600,96.977466473018500,99.100000000000000,
CENTRI,EUR,Senior,NULL,16B9CT,False,,10264,Centrica Plc,GB,A3,A,Utilities,Utilities,,,,s9.iTraxx Europe,0.400000000,20/10/2010,24.400000000000000,38.800000000000000,52.200000000000000,64.600000000000000,73.700000000000000,77.047779395054500,79.500000000000000,82.224854625313100,84.281273904757200,85.700000000000000,
CLINKI,USD,Senior,NULL,16BD70,False,,10265,CenturyLink_ Inc.,US,Baa2   *-,BBB-,Telecommunications,Telecommunications - Wireless,,,,s9.DJ CDX.NA.IG,0.400000000,20/10/2010,71.200000000000000,98.200000000000000,136.800000000000000,163.400000000000000,195.300000000000000,203.950083285870000,212.500000000000000,219.650587631107000,226.621208082274000,233.400000000000000,
CLINKI,USD,Senior,Excluded,16BD70,False,,10265,CenturyLink_ Inc.,US,Baa2   *-,BBB-,Telecommunications,Telecommunications - Wireless,,,,s9.DJ CDX.NA.IG,0.400000000,20/10/2010,71.200000000000000,98.200000000000000,136.800000000000000,163.400000000000000,195.300000000000000,203.950083285870000,212.500000000000000,219.650587631107000,226.621208082274000,233.400000000000000,
CVX,USD,Senior,NULL,17CDCH,False,,10277,Chevron Corporation,US,WR,AA,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.390000000,20/10/2010,18.000000000000000,22.300000000000000,26.900000000000000,31.400000000000000,35.800000000000000,37.788122504316600,39.400000000000000,41.203840830007000,42.733670768801500,44.000000000000000,
NULL,USD,Senior,NULL,19C952,False,,10290,Clear Channel Communications_ Inc.,US,Caa1,B,Broadcasting and Entertainment,Radio & Television,,,,s9.DJ CDX.NA.IG,0.393750000,20/10/2010,781.314503742844000,821.400000000000000,1159.300000000000000,1314.594569428000000,1475.300000000000000,1454.288127219750000,1425.600000000000000,1402.593120419310000,1373.468644121850000,1338.600000000000000,
NULL,USD,Senior,Excluded,19C952,False,,10290,Clear Channel Communications_ Inc.,US,Caa1,B,Broadcasting and Entertainment,Radio & Television,,,,s9.DJ CDX.NA.IG,0.393750000,20/10/2010,781.314503742844000,821.400000000000000,1159.300000000000000,1314.594569428000000,1475.300000000000000,1454.288127219750000,1425.600000000000000,1402.593120419310000,1373.468644121850000,1338.600000000000000,
CLX,USD,Senior,NULL,19H959,False,,10293,THE CLOROX COMPANY,US,Baa2,BBB+,Personal and NonDurable Consumer Products (Manufacturing only),Chemicals & Plastics,,,,s9.DJ CDX.NA.IG,0.400000000,20/10/2010,38.000000000000000,53.100000000000000,62.400000000000000,77.800000000000000,90.600000000000000,95.984454395783200,100.500000000000000,104.034082130505000,106.754621464240000,108.700000000000000,
CCE,USD,Senior,NULL,1AA33A,False,,10299,Coca-Cola Enterprises Inc.,US,A3,A,Beverage_ Food and Tobacco,Beverage & Tobacco,,,,s9.DJ CDX.NA.IG,0.389580000,20/10/2010,18.000000000000000,23.200000000000000,27.300000000000000,32.900000000000000,37.700000000000000,40.815161408703400,43.700000000000000,46.115723288270200,48.279946013878000,50.200000000000000,
CAINC,USD,Senior,NULL,138DAS,False,,10315,CA Inc,US,Ba1,BB+,Electronics,Business Equipment & Services,,,,s9.DJ CDX.NA.IG,0.400000000,20/10/2010,59.900000000000000,88.400000000000000,110.400000000000000,132.400000000000000,152.500000000000000,161.076927025295000,169.300000000000000,174.353993799206000,179.053648610317000,183.400000000000000,
NULL,USD,Senior,NULL,2C5899,False,,10316,Computer Sciences Corporation,US,Baa1,A-,Electronics,Business Equipment & Services,,,,s9.DJ CDX.NA.IG,0.393333333,20/10/2010,51.600000000000000,74.800000000000000,98.600000000000000,140.227087063184000,181.800000000000000,192.188756576270000,202.200000000000000,208.401842666946000,214.201537118521000,219.600000000000000,
NULL,USD,Senior,Excluded,2C5899,False,,10316,Computer Sciences Corporation,US,Baa1,A-,Electronics,Business Equipment & Services,,,,s9.DJ CDX.NA.IG,0.393333333,20/10/2010,51.600000000000000,74.800000000000000,98.600000000000000,140.227087063184000,181.800000000000000,192.188756576270000,202.200000000000000,208.401842666946000,214.201537118521000,219.600000000000000,
NULL,USD,Senior,NULL,225DGF,False,,10320,ConAgra Foods_ Inc.,US,Baa2,BBB+,Beverage_ Food and Tobacco,Food Products,,,,s9.DJ CDX.NA.IG,0.395454545,20/10/2010,39.500000000000000,51.000000000000000,65.600000000000000,80.486222577982200,96.400000000000000,104.200334123455000,111.400000000000000,115.171296712003000,118.023222632865000,120.000000000000000,
NULL,USD,Senior,Excluded,225DGF,False,,10320,ConAgra Foods_ Inc.,US,Baa2,BBB+,Beverage_ Food and Tobacco,Food Products,,,,s9.DJ CDX.NA.IG,0.395454545,20/10/2010,39.500000000000000,51.000000000000000,65.600000000000000,80.486222577982200,96.400000000000000,104.200334123455000,111.400000000000000,115.171296712003000,118.023222632865000,120.000000000000000,
CEG,USD,Senior,NULL,2D13A8,False,,10327,Constellation Energy Group_ Inc.,US,Baa1,BBB+,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.393750000,20/10/2010,42.900000000000000,73.000000000000000,104.700000000000000,136.100000000000000,163.000000000000000,169.519076440825000,175.700000000000000,181.568935242394000,187.102170776078000,192.300000000000000,
CEG,USD,Senior,Excluded,2D13A8,False,,10327,Constellation Energy Group_ Inc.,US,Baa1,BBB+,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.393750000,20/10/2010,42.900000000000000,73.000000000000000,104.700000000000000,136.100000000000000,163.000000000000000,169.519076440825000,175.700000000000000,181.568935242394000,187.102170776078000,192.300000000000000,
NULL,USD,Senior,NULL,2E6448,False,,10340,Cox Communications_ Inc.,US,Baa3,BBB-,Broadcasting and Entertainment,Cable & Satellite Television,,,,s9.DJ CDX.NA.IG,0.393478261,20/10/2010,11.060000000000000,20.465000000000000,35.285000000000000,48.390000000000000,61.840000000000000,68.539801689437700,75.120000000000000,80.341805811113000,85.266319166240900,89.895000000000000,
NULL,USD,Senior,Excluded,2E6448,False,,10340,Cox Communications_ Inc.,US,Baa3,BBB-,Broadcasting and Entertainment,Cable & Satellite Television,,,,s9.DJ CDX.NA.IG,0.393478261,20/10/2010,11.060000000000000,20.465000000000000,35.285000000000000,48.390000000000000,61.840000000000000,68.539801689437700,75.120000000000000,80.341805811113000,85.266319166240900,89.895000000000000,
NULL,USD,Senior,NULL,138A48,False,,10352,CSX Corporation,US,Baa3,BBB-,Cargo Transport,Rail Industries,,,,s9.DJ CDX.NA.IG,0.392000000,20/10/2010,19.300000000000000,28.600000000000000,35.500000000000000,43.609667317120600,52.300000000000000,56.055705968104200,59.400000000000000,62.168472249694700,64.530027296449200,66.500000000000000,
