TradeId,ProductDescription,TradeTag_ECD Id,Currency,Today_CurrentNotional,Today_MTM,LastBusinessDate_MTM,LTDPLChange,ResidualPL,EstimatedPL,CorrEffect,Today_Total_CSGammaEffect,Total_CSDeltaEffect,Today_Total_IRDelta,LastBusinessDate_CashflowEffect,Today_CashflowEffect,CashflowEffect
CDO0000639,ACA 3,1823,USD,,,,113581.076527778,113581.076527778,,,,,,,,
CDO0000640,ACA 3 BA,1882,USD,,,,-137464.804722223,-137464.804722223,,,,,,,,
CDO0000646,Athilon 4,2591,USD,-800000000.064,8613095.57901528,8544766.20751302,68329.3715022635,-29574.2314309531,97903.6029332165,-261800.740597337,-2919.53607391546,483288.67902043,-1644.2884654928,0,0,0
CDO0000661,Nereus Dresdner,2602,USD,394013676,-1708112.42452157,-1821865.30270926,113752.878187698,11740.1421994071,102012.735988291,96485.703572724,2389.6121871395,-67177.6915921889,342.552204855159,0,0,0
CDX0000726,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,2623,USD,33740000,77004.6476311002,77000.3094018758,-1860.2554445103,13.1870814807016,-1873.442525991,0,34.0283280200913,-2921.67192567629,2.92102200617664,0,0,0
CDO0000647,Athilon 5,2643,USD,-400000000,3301777.76424147,3483241.32056873,-181463.556327256,-40988.9132545083,-140474.643072748,-253502.590174784,-1557.04567101668,179522.673541879,-661.389868335147,0,0,0
CDO0000659,Nereus 2 BNP,2743,USD,2200000000,-11231053.1787204,-11865436.3284174,634383.149696974,65005.7629799575,569377.386717017,538580.549304414,13334.0256353937,-374978.904227926,2148.47620812282,0,0,0
CDO0000649,Athilon 6,3254,USD,-800000000,13377022.8388491,13358458.7141065,18564.1247425787,-45322.4812819174,63886.6060244961,-284535.758943922,340.828357132105,389347.088425489,-2952.52765060086,0,0,0
CDO0000654,CDX6 7-10 7y ECD3449,3449,USD,10000000.012,-1412486.68652881,-1382917.95141941,-29568.7351094009,-836.629583163369,-28732.1055262376,1873.16158390063,-650.729267592235,-28115.5172505579,251.251474729809,0,0,0
CDO0000653,CDX6 7-10 7y ECD3450,3450,USD,-10000000.012,4418678.42248325,4338898.40869456,79780.0137886964,4052.51404393883,75727.4997447575,-8757.03394332208,776.648915107066,62006.5917301454,-1448.9499745328,0,0,0
CDO0000655,CDX6 7-10 7y ECD3453,3453,USD,10000000.012,-4403547.23944797,-4323711.00927993,-79836.2301680418,-4040.49740874716,-75795.7327592946,8765.04335553566,-776.44956175243,-62066.7568576571,1444.88123858841,0,0,0
CDO0000657,GNT LSS 1 - CDX7 30-60,3815,CAD,-4941750000,103287010.493306,102962740.1014,324270.39190571,282830.733038661,41439.6588670488,933266.181300171,-59229.6502065365,2233572.4678395,-46383.9335422397,0,0,0
CDO0000658,GNT LSS 1 - GS,3816,CAD,4941750000,-97384702.9714362,-97072977.8502534,-311725.121182829,-270874.101019068,-40851.0201637608,-933714.426575718,59307.48942551,-2234581.50560699,44500.6840331838,0,0,0
CDO0000651,Athilon 7,3930,USD,-799999999.998,34614447.3930751,35379771.5477523,-765324.154677138,-99552.1954227837,-665771.959254354,-1308435.82119653,-10604.7702364373,744674.154791606,-7894.06563111544,0,0,0
CDO0000671,CDX7 0-3 10y Zero ECD4272,4272,USD,-156000.004144001,-16403.2034979519,-17768.1166560209,1364.91315806904,962.201689655625,402.71146841342,143.203576897676,155.690555746061,1591.85980558604,4.01440824700985,0,0,0
CDO0000672,CDX7 0-3 10y Zero ECD4273,4273,USD,-208000.005712001,-21870.938016897,-23690.8222292889,1819.88421239197,1282.93558628636,536.948626105618,190.938102701587,207.587408915355,2122.47974269102,5.35254433414666,0,0,0
CDO0000673,CDX7 0-3 10y Zero ECD4280,4280,USD,-84000.0014990773,-8832.49411420363,-9567.4473467566,734.953232552973,518.108596293459,216.844636259514,77.1096176572772,83.8333767501071,857.155272460259,2.16160442185064,0,0,0
CDX0000727,Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,8111,USD,-33740000,-77004.6476311002,-77000.3094018758,1860.2554445103,-13.1870814807016,1873.442525991,0,-34.0283280200913,2921.67192567629,-2.92102200617664,0,0,0
CDO0000656,CDX6 7-10 7y ECD8112,8112,USD,-10000000.012,1416031.02685873,1386465.38040445,29565.6464542816,837.834158833964,28727.8122954477,-1873.00963171848,650.827799528474,28110.6786220765,-251.77472894392,0,0,0
CDO0000652,Athilon 7 offset,8117,USD,799999999.998,-33512474.1219808,-34279073.2125377,766599.090556901,100084.571330015,666514.519226886,1309278.123971,10626.2452657435,-744922.030067894,7700.49557821266,0,0,0
CDO0000674,CDX7 0-3 10y Zero ECD8268,8268,USD,448000.011355079,47106.6356290525,51026.3862320664,-3919.75060301396,-2763.24587133478,-1156.50473167919,-411.251297256544,-447.111342313523,-4571.49482073594,-11.5285570030159,0,0,0
CDO0000662,Nereus Mav1,8269,USD,-1239557306.4,6058648.52401575,6427702.86173219,-369054.337716438,-35995.7501183378,-333058.5875981,-310502.094501956,-7544.99719986157,210455.864460991,-1172.98007535841,0,0,0
CDO0000660,Nereus 2 Mav1,8271,USD,-1358576368.8,7312759.75840493,7716944.31434376,-404184.555938825,-39234.6902953163,-364949.865643509,-340253.563144898,-8266.39816953463,230618.946667848,-1379.221621441,0,0,0
