ProductDescription,TradeId,Strategy,SubStrategy,LTDPLChange,EstimatedPL,PercentResidualPL,ResidualPL,Total_CSDeltaEffect,Total_CSGammaEffect,Total_IREffect,CorrEffect,RecoveryEffect,DefaultEffect,ThetaEffect,CashflowEffect,NewBusinessEffect,TerminatedEffect,UnexplainedPL
Athilon 4,CDO0000646,POC_20090820,,-460468.271725126,-465835.255024324,-1.16554899191882,5366.98329919821,-539967.489546248,-4665.96049514888,,108680.062269827,0,,-29881.867252754,0,,,
Athilon 5,CDO0000647,POC_20090820,,-149049.04180671,-151542.684074588,-1.67303475262249,2493.64226787709,-166913.266123131,1364.34711298409,,27279.0674142301,0,,-13272.8324786704,0,,,
Athilon 6,CDO0000649,POC_20090820,,-775280.085623872,-786860.351513035,-1.49368803660744,11580.2658891637,-728133.71999337,-8888.20198781376,,-16241.854628646,0,,-33596.574903205,0,,,
Athilon 7,CDO0000651,POC_20090820,,-1422447.82905865,-1428432.92524671,-0.420760330592941,5985.09618805931,-1334523.27640815,-9853.85821486113,,-7980.31347468533,0,,-76075.4771490172,0,,,
Athilon 7 offset,CDO0000652,POC_20090820,,1422805.11055089,1429296.00390139,-0.456203966542429,-6490.89335050154,1335298.84622429,9870.88831209292,,7962.8254644121,0,,76163.4439005926,0,,,
CDX6 7-10 7y ECD3450,CDO0000653,POC_20090820,,-97617.352832146,-92128.9892643285,5.62232370432625,-5488.36356781753,-73831.8998405338,1302.50324475874,,-17427.7198421141,0,,-2171.87282643933,0,,,
CDX6 7-10 7y ECD3449,CDO0000654,POC_20090820,,52284.3043297268,52465.8027270504,-0.347137443350103,-181.498397323601,46796.0573819632,-558.44535927652,,3754.36001918922,0,,2473.83068517456,0,,,
CDX6 7-10 7y ECD3453,CDO0000655,POC_20090820,,97708.0784336869,92231.9660159098,5.60456464354036,5476.1124177771,73913.9538333288,-1302.83079372968,,17443.5936792217,0,,2177.24929708894,0,,,
CDX6 7-10 7y ECD8112,CDO0000656,POC_20090820,,-52275.7178542886,-52455.7769829892,-0.344441235991082,180.059128700523,-46787.0196892792,558.499268571293,,-3754.1006678151,0,,-2473.15589446621,0,,,
GNT LSS 1 - CDX7 30-60,CDO0000657,POC_20090820,,-237366.78084917,-61733.7536652057,71.6770824613646,-175633.027183965,-2442080.36014489,-79558.5047577881,,2541565.20499089,0,,-81660.0937534214,0,,,
GNT LSS 1 - GS,CDO0000658,POC_20090820,,231219.699646104,62000.4084122067,70.8955721332334,169219.291233897,2442976.59922217,79624.5072281302,,-2542778.9713945,0,,82178.2733564095,0,,,
Nereus 2 BNP,CDO0000659,POC_20090820,,588504.701745123,580264.086892137,1.40026321430382,8240.61485298537,873184.692989351,11576.323912526,,-343572.032099797,0,,39075.102090057,0,,,
Nereus 2 Mav1,CDO0000660,POC_20090820,,-352742.183856118,-347798.663853914,1.40145415786741,-4943.52000220388,-529220.001717086,-6984.56070737607,,212543.181427931,0,,-24137.2828573827,0,,,
Nereus Dresdner,CDO0000661,POC_20090820,,105342.812529804,103963.236855559,1.3096058868327,1379.57567424545,156429.672463972,2074.28216240142,,-61550.9117090753,0,,7010.1939382609,0,,,
Nereus Mav1,CDO0000662,POC_20090820,,-321723.023895356,-317407.481764428,1.34138429966122,-4315.54213092761,-482945.847647416,-6374.65223813341,,193959.91756978,0,,-22046.8994486593,0,,,
CDX7 0-3 10y Zero ECD4272,CDO0000671,POC_20090820,,-2670.34079673793,-3117.70949095176,-16.7532434347081,447.368694213829,-2573.52958375491,89.7566230093187,,399.302108976649,0,,-1033.23863918282,0,,,
CDX7 0-3 10y Zero ECD4273,CDO0000672,POC_20090820,,-3560.45439884593,-4156.94599109693,-16.7532434187149,596.491592251001,-3431.37278142231,119.675498025459,,532.402812446668,0,,-1377.65152014676,0,,,
CDX7 0-3 10y Zero ECD4280,CDO0000673,POC_20090820,,-1437.87580109281,-1678.76663482544,-16.7532434685624,240.890833732621,-1385.7466868655,48.3304884059754,,215.008826036068,0,,-556.35926240198,0,,,
CDX7 0-3 10y Zero ECD8268,CDO0000674,POC_20090820,,7668.67099667666,8953.42211813928,-16.7532434501282,-1284.75112146261,7390.64905204336,-257.762608176456,,-1146.71374745937,0,,2967.24942173174,0,,,
Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,CDX0000726,POC_20090820,,8802.18467186014,8852.4667362728,-0.57124527929298,-50.2820644126514,7759.72187856733,24.9988001647665,,0,0,,1067.7460575407,0,,,
Dow Jones CDX.NA.IG.5-V5 (for CIBC) 5Y,CDX0000727,POC_20090820,,-8802.18467186014,-8852.4667362728,-0.57124527929298,50.2820644126514,-7759.72187856733,-24.9988001647665,,0,0,,-1067.7460575407,0,,,
ACA 3,CDO0000639,POC_20090820,,113581.076527778,,,113581.076527778,,,,,,,,,,,
ACA 3 BA,CDO0000640,POC_20090820,,-137464.804722223,,,-137464.804722223,,,,,,,,,,,
